"terminal","clase_vehiculo","nivel_servicio","municipio_origen_ruta","municipio_destino_ruta","fecha_despacho","hora_despacho","tipo_despacho","despachos","pasajeros"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15842","2022-07-01T00:00:00.000","14","ORIGEN","1","16"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","47245","2022-12-10T00:00:00.000","08","ORIGEN","1","29"
"T.T. DE CARTAGENA","BUS","LUJO","13001","11001","2022-09-26T00:00:00.000","05","ORIGEN","1","9"
"T.T. DE IBAGUÉ","BUSETA","BASICO","73001","17380","2022-02-16T00:00:00.000","05","ORIGEN","1","4"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","17614","2022-01-03T00:00:00.000","09","ORIGEN","1","15"
"T.T. DE PITALITO","CAMIONETA","LUJO","41551","41551","2022-05-05T00:00:00.000","12","ORIGEN","1","5"
"T.T. DE NEIVA","BUS","LUJO","41001","11001","2022-03-14T00:00:00.000","11","ORIGEN","1","19"
"T.T. DE VILLAGARZÓN","CAMIONETA","BASICO","86320","52001","2022-03-10T00:00:00.000","13","ORIGEN","1","3"
"T.T. DE PLANETA RICA","AUTOMOVIL","LUJO","23555","23570","2022-10-26T00:00:00.000","08","ORIGEN","1","4"
"T.T. DE PLANETA RICA","AUTOMOVIL","LUJO","23555","23570","2022-10-26T00:00:00.000","08","ORIGEN","1","4"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05440","2022-04-28T00:00:00.000","15","ORIGEN","1","16"
"T.T. DE VILLAGARZÓN","CAMIONETA","BASICO","86568","52001","2022-02-28T00:00:00.000","07","ORIGEN","1","10"
"T.T. DE PASTO","CAMPERO","BASICO","52001","52399","2022-07-07T00:00:00.000","06","ORIGEN","1","8"
"T.T. DE PASTO","BUS","LUJO","52356","76001","2022-12-02T00:00:00.000","11","TRANSITO","1","8"
"T.T. DE MEDELLÍN SUR","BUS","BASICO","05001","05789","2022-03-20T00:00:00.000","12","ORIGEN","1","20"
"T.T. DE PEREIRA","BUS","LUJO","66001","17001","2022-03-26T00:00:00.000","19","ORIGEN","1","7"
"T.T. DE MEDELLÍN SUR","MICROBUS","BASICO","05001","05376","2022-07-15T00:00:00.000","07","ORIGEN","1","1"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25878","2022-08-23T00:00:00.000","15","ORIGEN","1","3"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","08001","2022-05-20T00:00:00.000","16","ORIGEN","1","9"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","15759","2022-07-21T00:00:00.000","19","ORIGEN","1","7"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","17614","2022-02-17T00:00:00.000","09","ORIGEN","1","2"
"T.T. DE TULÚA","BUS","BASICO","76834","76001","2022-02-06T00:00:00.000","13","ORIGEN","1","11"
"T.T. DE VALLEDUPAR","MICROBUS","LUJO","20001","20045","2022-02-21T00:00:00.000","09","ORIGEN","1","15"
"T.T. DE FLORENCIA","AUTOMOVIL","LUJO","18001","18247","2022-06-12T00:00:00.000","09","ORIGEN","1","4"
"T.T. DE APARTADÓ","CAMPERO","LUJO","05045","23001","2022-09-13T00:00:00.000","07","ORIGEN","1","4"
"T.T. DE MELGAR","BUS","BASICO","41001","11001","2022-08-26T00:00:00.000","16","TRANSITO","1","0"
"T.T. DE MEDELLÍN NORTE","CAMIONETA","BASICO","05001","05761","2022-04-23T00:00:00.000","08","ORIGEN","1","7"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","05001","2022-02-16T00:00:00.000","15","ORIGEN","1","20"
"T.T. DE PASTO","CAMPERO","BASICO","52001","52356","2022-04-11T00:00:00.000","07","ORIGEN","1","8"
"T.T. DE BOGOTÁ NORTE","BUS","LUJO","11001","68861","2022-04-12T00:00:00.000","06","TRANSITO","1","0"
"T.T. DE ARMENIA","MICROBUS","LUJO","63001","76001","2022-07-17T00:00:00.000","15","ORIGEN","1","15"
"T.T. DE CÚCUTA","BUS","LUJO","54001","54172","2022-01-31T00:00:00.000","09","ORIGEN","1","4"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25035","2022-10-15T00:00:00.000","16","ORIGEN","1","1"
"T.T. DE APARTADÓ","CAMPERO","LUJO","05045","05147","2022-08-18T00:00:00.000","16","ORIGEN","1","6"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15835","2022-10-25T00:00:00.000","08","ORIGEN","1","1"
"T.T. DE BOGOTÁ NORTE","MICROBUS","LUJO","11001","25513","2022-02-25T00:00:00.000","06","TRANSITO","1","0"
"T.T. DE MELGAR","BUSETA","BASICO","73585","11001","2022-01-04T00:00:00.000","12","TRANSITO","1","0"
"T.T. DE VALLEDUPAR","BUS","LUJO","20001","68001","2022-11-08T00:00:00.000","05","ORIGEN","1","22"
"T.T. DE ARMENIA","BUSETA","BASICO","63001","63548","2022-04-01T00:00:00.000","07","ORIGEN","1","2"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","63001","2022-01-21T00:00:00.000","09","ORIGEN","1","23"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25815","2022-02-22T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE CALI","BUS","BASICO","76001","19698","2022-07-05T00:00:00.000","05","ORIGEN","1","0"
"T.T. DE CALI","BUS","BASICO","76001","19698","2022-07-05T00:00:00.000","05","ORIGEN","1","0"
"T.T. DE CALI","BUS","BASICO","76001","19698","2022-07-05T00:00:00.000","05","ORIGEN","1","0"
"T.T. DE CALI","BUS","BASICO","76001","19698","2022-07-05T00:00:00.000","05","ORIGEN","1","0"
"T.T. DE CALI","BUS","BASICO","76001","19698","2022-07-05T00:00:00.000","05","ORIGEN","1","0"
"T.T. DE CÚCUTA","CAMIONETA","LUJO","54001","54810","2022-06-23T00:00:00.000","13","ORIGEN","1","2"
"T.T. DE CÚCUTA","CAMIONETA","LUJO","54001","54810","2022-06-23T00:00:00.000","13","ORIGEN","1","2"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25740","2022-02-20T00:00:00.000","14","ORIGEN","1","0"
"T.T. DE MONTERÍA","BUS","LUJO","23001","13001","2022-12-04T00:00:00.000","11","ORIGEN","1","12"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63470","2022-04-08T00:00:00.000","17","ORIGEN","1","4"
"T.T. DE PEREIRA","BUSETA","LUJO","76147","17001","2022-02-27T00:00:00.000","19","TRANSITO","1","11"
"T.T. DE PEREIRA","MICROBUS","LUJO","63001","17001","2022-12-11T00:00:00.000","15","TRANSITO","1","10"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","54001","2022-03-27T00:00:00.000","13","ORIGEN","1","12"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","54001","2022-03-27T00:00:00.000","13","ORIGEN","1","12"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15804","2022-10-14T00:00:00.000","14","ORIGEN","1","0"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","76001","2022-09-07T00:00:00.000","19","TRANSITO","1","30"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25875","2022-05-01T00:00:00.000","17","ORIGEN","1","2"
"T.T. DE CHIQUINQUIRÁ","BUSETA","LUJO","15176","11001","2022-12-31T00:00:00.000","04","ORIGEN","1","17"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25875","2022-11-25T00:00:00.000","20","ORIGEN","1","7"
"T.T. DE MAICAO","BUS","LUJO","44430","23001","2022-01-30T00:00:00.000","10","ORIGEN","1","19"
"T.T. DE BUCARAMANGA","BUS","BASICO","68001","68167","2022-04-08T00:00:00.000","06","ORIGEN","1","9"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","15759","2022-10-04T00:00:00.000","10","ORIGEN","1","13"
"T.T. DE MEDELLÍN NORTE","CAMIONETA","BASICO","05001","05615","2022-02-15T00:00:00.000","22","ORIGEN","2","16"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","86001","2022-03-13T00:00:00.000","22","TRANSITO","1","5"
"T.T. DE GIRARDOT","BUS","LUJO","25307","11001","2022-01-30T00:00:00.000","09","ORIGEN","1","15"
"T.T. DE MELGAR","MICROBUS","BASICO","73449","11001","2022-02-06T00:00:00.000","18","ORIGEN","1","17"
"T.T. DE CALI","MICROBUS","BASICO","76001","76111","2022-09-18T00:00:00.000","17","ORIGEN","1","10"
"T.T. DE CÚCUTA","CAMIONETA","LUJO","54001","54377","2022-05-05T00:00:00.000","10","ORIGEN","1","8"
"T.T. DE DUITAMA","BUS","LUJO","11001","15759","2022-04-28T00:00:00.000","18","TRANSITO","1","5"
"T.T. DE BUCARAMANGA","BUS","LUJO","68001","17380","2022-05-06T00:00:00.000","22","ORIGEN","1","20"
"T.T. DE IBAGUÉ","MICROBUS","LUJO","73001","41001","2022-02-26T00:00:00.000","13","ORIGEN","1","5"
"T.T. DE TUNJA","BUS","LUJO","15759","11001","2022-11-02T00:00:00.000","23","TRANSITO","1","1"
"T.T. DE TUNJA","BUS","LUJO","15759","11001","2022-11-02T00:00:00.000","23","TRANSITO","1","1"
"T.T. DE CALI","CAMIONETA","BASICO","76001","05120","2022-09-12T00:00:00.000","13","ORIGEN","1","5"
"T.T. DE BUENAVENTURA","MICROBUS","LUJO","76109","76001","2022-04-14T00:00:00.000","13","ORIGEN","2","12"
"T.T. DE ARMENIA","BUS","BASICO","63001","63401","2022-04-06T00:00:00.000","10","ORIGEN","1","8"
"T.T. DE ARMENIA","BUS","BASICO","63001","63401","2022-04-06T00:00:00.000","10","ORIGEN","1","8"
"T.T. DE TUNJA","BUS","LUJO","15238","11001","2022-09-06T00:00:00.000","08","TRANSITO","1","5"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","66682","2022-07-30T00:00:00.000","13","ORIGEN","1","4"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","66682","2022-07-30T00:00:00.000","13","ORIGEN","1","4"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","66682","2022-07-30T00:00:00.000","13","ORIGEN","1","4"
"T.T. DE CALI","BUSETA","BASICO","76001","47570","2022-07-06T00:00:00.000","07","ORIGEN","1","8"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","11001","2022-10-01T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE CALI","BUS","BASICO","76001","47570","2022-03-24T00:00:00.000","10","ORIGEN","1","7"
"T.T. DE TULÚA","MICROBUS","BASICO","76001","76113","2022-09-27T00:00:00.000","17","TRANSITO","1","2"
"T.T. DE TULÚA","MICROBUS","BASICO","76001","76113","2022-09-27T00:00:00.000","17","TRANSITO","1","2"
"T.T. DE APARTADÓ","AUTOMOVIL","LUJO","05045","05837","2022-05-17T00:00:00.000","05","ORIGEN","1","3"
"T.T. DE APARTADÓ","AUTOMOVIL","LUJO","05045","05837","2022-05-17T00:00:00.000","05","ORIGEN","1","3"
"T.T. DE NEIVA","BUS","BASICO","41001","41306","2022-07-30T00:00:00.000","14","ORIGEN","1","0"
"T.T. DE MEDELLÍN NORTE","BUS","LUJO","05001","13001","2022-06-18T00:00:00.000","20","ORIGEN","1","38"
"T.T. DE NEIVA","CAMIONETA","BASICO","41001","41799","2022-04-26T00:00:00.000","15","ORIGEN","1","0"
"T.T. DE VALLEDUPAR","MICROBUS","LUJO","20001","20045","2022-12-22T00:00:00.000","10","ORIGEN","1","8"
"T.T. DE IPIALES","AUTOMOVIL","BASICO","52356","52835","2022-04-11T00:00:00.000","09","ORIGEN","1","4"
"T.T. DE IPIALES","AUTOMOVIL","BASICO","52356","52835","2022-04-11T00:00:00.000","09","ORIGEN","1","4"
"T.T. DE IPIALES","AUTOMOVIL","BASICO","52356","52835","2022-04-11T00:00:00.000","09","ORIGEN","1","4"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25286","2022-07-07T00:00:00.000","07","ORIGEN","1","3"
"T.T. DE TULÚA","MICROBUS","BASICO","76001","76403","2022-10-15T00:00:00.000","12","TRANSITO","1","12"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25740","2022-12-02T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","73168","2022-09-19T00:00:00.000","04","ORIGEN","1","4"
"T.T. DE IBAGUÉ","MICROBUS","BASICO","73001","17380","2022-05-31T00:00:00.000","11","ORIGEN","1","9"
"T.T. DE CÚCUTA","MICROBUS","LUJO","54001","54498","2022-01-24T00:00:00.000","08","ORIGEN","1","10"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05664","2022-03-04T00:00:00.000","12","ORIGEN","1","15"
"T.T. DE VILLAGARZÓN","CAMIONETA","BASICO","86568","52001","2022-10-17T00:00:00.000","10","ORIGEN","1","8"
"T.T. DE VILLAGARZÓN","CAMIONETA","BASICO","86568","52001","2022-10-17T00:00:00.000","10","ORIGEN","1","8"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","68077","2022-02-04T00:00:00.000","09","ORIGEN","1","7"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05585","2022-01-30T00:00:00.000","14","ORIGEN","1","12"
"T.T. DE APARTADÓ","MICROBUS","LUJO","05045","05172","2022-07-20T00:00:00.000","16","ORIGEN","2","7"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25035","2022-09-10T00:00:00.000","16","ORIGEN","1","7"
"T.T. DE TUNJA","MICROBUS","LUJO","11001","15215","2022-03-27T00:00:00.000","18","TRANSITO","1","0"
"T.T. DE CALI","BUSETA","BASICO","76001","76869","2022-03-16T00:00:00.000","06","ORIGEN","1","4"
"T.T. DE BOGOTÁ NORTE","MICROBUS","LUJO","11001","68077","2022-12-06T00:00:00.000","13","TRANSITO","1","7"
"T.T. DE APARTADÓ","AUTOMOVIL","LUJO","05045","05837","2022-08-21T00:00:00.000","08","ORIGEN","1","2"
"T.T. DE SOGAMOSO","BUS","LUJO","15759","15296","2022-05-22T00:00:00.000","18","ORIGEN","1","5"
"T.T. DE MONTERÍA","BUS","LUJO","23001","08001","2022-10-07T00:00:00.000","08","ORIGEN","1","13"
"T.T. DE CALI","BUS","BASICO","76001","70110","2022-10-23T00:00:00.000","20","ORIGEN","1","8"
"T.T. DE APARTADÓ","CAMPERO","LUJO","05045","23001","2022-08-03T00:00:00.000","05","ORIGEN","1","8"
"T.T. DE NEIVA","MICROBUS","BASICO","41001","18001","2022-10-02T00:00:00.000","08","ORIGEN","1","7"
"T.T. DE GARZÓN","BUS","BASICO","13430","41001","2022-06-13T00:00:00.000","00","TRANSITO","2","34"
"T.T. DE CALI","BUS","BASICO","76001","47570","2022-11-01T00:00:00.000","07","ORIGEN","1","14"
"T.T. DE VILLAVICENCIO","BUS","LUJO","11001","50568","2022-03-13T00:00:00.000","18","TRANSITO","1","0"
"T.T. DE VILLAVICENCIO","BUS","LUJO","11001","50568","2022-03-13T00:00:00.000","18","TRANSITO","1","0"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05154","2022-06-10T00:00:00.000","15","ORIGEN","1","16"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05240","2022-09-15T00:00:00.000","13","ORIGEN","1","15"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","76895","2022-09-02T00:00:00.000","10","ORIGEN","1","4"
"T.T. DE MELGAR","BUSETA","BASICO","11001","73504","2022-06-25T00:00:00.000","10","TRANSITO","1","0"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15176","2022-05-27T00:00:00.000","12","ORIGEN","1","6"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15176","2022-05-27T00:00:00.000","12","ORIGEN","1","6"
"T.T. DE NEIVA","CAMIONETA","BASICO","41001","41357","2022-10-06T00:00:00.000","06","ORIGEN","1","1"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15759","2022-12-23T00:00:00.000","14","ORIGEN","1","8"
"T.T. DE ESPINAL","BUS","LUJO","73001","73319","2022-07-28T00:00:00.000","13","TRANSITO","1","0"
"T.T. DE ESPINAL","BUS","LUJO","73001","73319","2022-07-28T00:00:00.000","13","TRANSITO","1","0"
"T.T. DE NEIVA","CAMIONETA","BASICO","41001","41357","2022-12-27T00:00:00.000","08","ORIGEN","1","3"
"T.T. DE NEIVA","CAMIONETA","BASICO","41001","18592","2022-04-28T00:00:00.000","13","ORIGEN","1","8"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","47030","2022-11-29T00:00:00.000","14","ORIGEN","1","15"
"T.T. DE HONDA","CAMIONETA","LUJO","73349","73001","2022-08-13T00:00:00.000","09","ORIGEN","1","7"
"T.T. DE BOGOTÁ SALITRE","CAMIONETA","LUJO","11001","50001","2022-01-22T00:00:00.000","16","ORIGEN","1","8"
"T.T. DE BOGOTÁ SALITRE","CAMIONETA","LUJO","11001","50001","2022-01-22T00:00:00.000","16","ORIGEN","1","8"
"T.T. DE PEREIRA","BUSETA","LUJO","76147","17001","2022-11-23T00:00:00.000","18","TRANSITO","1","10"
"T.T. DE GARZÓN","MICROBUS","BASICO","41001","13458","2022-08-06T00:00:00.000","15","TRANSITO","1","14"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","25307","2022-10-15T00:00:00.000","17","ORIGEN","1","39"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15835","2022-10-11T00:00:00.000","17","ORIGEN","1","6"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25875","2022-11-22T00:00:00.000","12","ORIGEN","1","2"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15814","2022-06-28T00:00:00.000","18","ORIGEN","1","13"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25875","2022-11-05T00:00:00.000","08","ORIGEN","1","2"
"T.T. DE TULÚA","MICROBUS","BASICO","76736","76001","2022-02-26T00:00:00.000","14","TRANSITO","1","19"
"T.T. DE TULÚA","MICROBUS","BASICO","76736","76001","2022-02-26T00:00:00.000","14","TRANSITO","1","19"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15238","2022-02-20T00:00:00.000","08","ORIGEN","1","6"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15238","2022-02-20T00:00:00.000","08","ORIGEN","1","6"
"T.T. DE MEDELLÍN SUR","BUS","BASICO","05001","66001","2022-10-01T00:00:00.000","08","ORIGEN","1","22"
"T.T. DE BOGOTÁ NORTE","MICROBUS","LUJO","11001","25873","2022-05-23T00:00:00.000","10","ORIGEN","1","0"
"T.T. DE BOGOTÁ NORTE","MICROBUS","LUJO","11001","25873","2022-05-23T00:00:00.000","10","ORIGEN","1","0"
"T.T. DE BOGOTÁ NORTE","MICROBUS","LUJO","11001","25873","2022-05-23T00:00:00.000","10","ORIGEN","1","0"
"T.T. DE BOGOTÁ NORTE","MICROBUS","LUJO","11001","25873","2022-05-23T00:00:00.000","10","ORIGEN","1","0"
"T.T. DE NEIVA","MICROBUS","BASICO","41001","41078","2022-10-19T00:00:00.000","12","ORIGEN","1","2"
"T.T. DE BOGOTÁ NORTE","BUS","LUJO","11001","15759","2022-12-10T00:00:00.000","20","TRANSITO","1","13"
"T.T. DE BOGOTÁ NORTE","BUS","LUJO","11001","15759","2022-12-10T00:00:00.000","20","TRANSITO","1","13"
"T.T. DE CHIQUINQUIRÁ","MICROBUS","LUJO","11001","68861","2022-12-02T00:00:00.000","10","TRANSITO","1","0"
"T.T. DE DUITAMA","BUS","LUJO","15759","11001","2022-06-24T00:00:00.000","15","TRANSITO","1","9"
"T.T. DE DUITAMA","BUS","LUJO","15759","11001","2022-06-24T00:00:00.000","15","TRANSITO","1","9"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","66001","2022-09-24T00:00:00.000","14","TRANSITO","1","4"
"T.T. DE SOGAMOSO","BUS","LUJO","15759","15276","2022-03-24T00:00:00.000","13","ORIGEN","1","3"
"T.T. DE NEIVA","MICROBUS","BASICO","41001","41006","2022-05-20T00:00:00.000","13","ORIGEN","1","9"
"T.T. DE ARMENIA","BUS","LUJO","76001","11001","2022-04-10T00:00:00.000","02","TRANSITO","1","0"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","17001","2022-05-18T00:00:00.000","22","ORIGEN","1","25"
"T.T. DE BUGA","MICROBUS","LUJO","76111","76001","2022-10-27T00:00:00.000","18","ORIGEN","1","14"
"T.T. DE CALI","BUS","BASICO","76001","41001","2022-12-17T00:00:00.000","11","ORIGEN","1","8"
"T.T. DE CALI","BUS","BASICO","76001","41001","2022-12-17T00:00:00.000","11","ORIGEN","1","8"
"T.T. DE CALI","BUS","BASICO","76001","41001","2022-12-17T00:00:00.000","11","ORIGEN","1","8"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25513","2022-08-15T00:00:00.000","13","ORIGEN","1","4"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","15842","2022-08-31T00:00:00.000","04","ORIGEN","1","1"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25290","2022-10-15T00:00:00.000","21","ORIGEN","1","19"
"T.T. DE CAUCASIA","BUS","LUJO","11001","23001","2022-04-03T00:00:00.000","21","TRANSITO","1","0"
"T.T. DE PITALITO","CAMIONETA","LUJO","41551","41244","2022-05-03T00:00:00.000","10","ORIGEN","2","0"
"T.T. DE CARTAGENA","BUS","LUJO","13001","13052","2022-04-17T00:00:00.000","08","ORIGEN","2","0"
"T.T. DE CARTAGENA","MICROBUS","LUJO","13001","08001","2022-11-12T00:00:00.000","08","ORIGEN","1","16"
"T.T. DE MONTERÍA","BUS","LUJO","23001","68001","2022-07-24T00:00:00.000","18","ORIGEN","1","16"
"T.T. DE FLORENCIA","CAMIONETA","LUJO","18001","41551","2022-12-18T00:00:00.000","13","ORIGEN","1","1"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","76122","2022-05-01T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE ESPINAL","BUS","LUJO","41001","11001","2022-06-24T00:00:00.000","15","TRANSITO","1","0"
"T.T. DE FUSAGASUGA","BUS","LUJO","25307","11001","2022-08-16T00:00:00.000","07","TRANSITO","1","5"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","73001","2022-11-02T00:00:00.000","05","ORIGEN","1","5"
"T.T. DE APARTADÓ","CAMPERO","LUJO","05045","05147","2022-03-17T00:00:00.000","16","ORIGEN","1","5"
"T.T. DE MANIZALES","BUS","LUJO","17001","17662","2022-06-11T00:00:00.000","07","ORIGEN","1","4"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15686","2022-06-03T00:00:00.000","12","ORIGEN","1","3"
"T.T. DE MANIZALES","MICROBUS","LUJO","17001","17486","2022-06-09T00:00:00.000","20","ORIGEN","1","1"
"T.T. DE BUCARAMANGA","AUTOMOVIL","BASICO","68001","20787","2022-03-05T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE CAUCASIA","BUSETA","BASICO","05154","05250","2022-04-18T00:00:00.000","11","ORIGEN","1","12"
"T.T. DE VILLAVICENCIO","BUS","LUJO","50001","11001","2022-08-05T00:00:00.000","10","ORIGEN","1","21"
