"terminal","clase_vehiculo","nivel_servicio","municipio_origen_ruta","municipio_destino_ruta","fecha_despacho","hora_despacho","tipo_despacho","despachos","pasajeros"
"T.T. DE APARTADÓ","CAMPERO","LUJO","05045","05045","2022-12-13T00:00:00.000","09","ORIGEN","1","5"
"T.T. DE TULÚA","MICROBUS","BASICO","11001","76001","2022-02-21T00:00:00.000","10","TRANSITO","1","8"
"T.T. DE PASTO","CAMPERO","BASICO","52001","52356","2022-05-01T00:00:00.000","13","ORIGEN","1","9"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","66045","2022-07-18T00:00:00.000","14","ORIGEN","1","12"
"T.T. DE BOGOTÁ SUR","MICROBUS","LUJO","11001","25307","2022-07-17T00:00:00.000","19","TRANSITO","1","4"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63190","2022-08-19T00:00:00.000","12","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63190","2022-08-19T00:00:00.000","12","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63190","2022-08-19T00:00:00.000","12","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63190","2022-08-19T00:00:00.000","12","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63190","2022-08-19T00:00:00.000","12","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63190","2022-08-19T00:00:00.000","12","ORIGEN","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63190","2022-08-19T00:00:00.000","12","ORIGEN","1","0"
"T.T. DE TULÚA","AUTOMOVIL","BASICO","76001","76113","2022-06-07T00:00:00.000","17","TRANSITO","1","2"
"T.T. DE TULÚA","AUTOMOVIL","BASICO","76001","76113","2022-06-07T00:00:00.000","17","TRANSITO","1","2"
"T.T. DE HONDA","CAMIONETA","LUJO","17380","17001","2022-09-02T00:00:00.000","08","TRANSITO","1","0"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63401","2022-11-18T00:00:00.000","13","ORIGEN","2","20"
"T.T. DE IPIALES","CAMIONETA","BASICO","52356","52215","2022-03-13T00:00:00.000","07","ORIGEN","1","7"
"T.T. DE PITALITO","CAMIONETA","LUJO","41551","41359","2022-03-19T00:00:00.000","13","ORIGEN","1","8"
"T.T. DE PITALITO","CAMIONETA","LUJO","41551","41359","2022-03-19T00:00:00.000","13","ORIGEN","1","8"
"T.T. DE POPAYÁN","MICROBUS","BASICO","19001","19450","2022-04-27T00:00:00.000","11","TRANSITO","1","13"
"T.T. DE VALLEDUPAR","AUTOMOVIL","LUJO","20001","44430","2022-12-30T00:00:00.000","06","ORIGEN","1","0"
"T.T. DE VILLAVICENCIO","MICROBUS","LUJO","50001","50313","2022-05-29T00:00:00.000","12","ORIGEN","1","1"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","86568","2022-06-07T00:00:00.000","16","ORIGEN","1","19"
"T.T. DE BUGA","MICROBUS","LUJO","76001","76736","2022-02-04T00:00:00.000","12","TRANSITO","1","5"
"T.T. DE HONDA","MICROBUS","LUJO","17380","17433","2022-09-26T00:00:00.000","18","TRANSITO","1","0"
"T.T. DE IBAGUÉ","BUS","BASICO","73001","73168","2022-08-05T00:00:00.000","12","ORIGEN","1","13"
"T.T. DE SANTA MARTA","BUS","LUJO","47001","47288","2022-03-16T00:00:00.000","11","ORIGEN","1","2"
"T.T. DE TULÚA","MICROBUS","BASICO","11001","76001","2022-08-13T00:00:00.000","13","TRANSITO","1","19"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","76400","2022-08-10T00:00:00.000","17","ORIGEN","1","7"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05031","2022-11-20T00:00:00.000","08","ORIGEN","1","19"
"T.T. DE APARTADÓ","MICROBUS","LUJO","05045","05837","2022-02-25T00:00:00.000","20","ORIGEN","1","0"
"T.T. DE CARTAGENA","BUS","LUJO","13001","13052","2022-07-22T00:00:00.000","15","ORIGEN","1","6"
"T.T. DE CARTAGENA","BUS","LUJO","13001","13052","2022-07-22T00:00:00.000","15","ORIGEN","1","6"
"T.T. DE BARRANQUILLA","BUS","LUJO","08001","68001","2022-08-27T00:00:00.000","23","ORIGEN","1","12"
"T.T. DE SOCORRO","BUSETA","BASICO","68755","68679","2022-04-16T00:00:00.000","06","ORIGEN","1","17"
"T.T. DE CALI","BUS","BASICO","76001","47570","2022-05-28T00:00:00.000","11","ORIGEN","1","15"
"T.T. DE MAICAO","BUS","LUJO","44430","11001","2022-05-05T00:00:00.000","09","ORIGEN","1","25"
"T.T. DE APARTADÓ","CAMPERO","LUJO","05045","05837","2022-11-24T00:00:00.000","13","ORIGEN","1","6"
"T.T. DE TUNJA","BUS","LUJO","15759","11001","2022-12-01T00:00:00.000","06","TRANSITO","1","20"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15238","2022-02-12T00:00:00.000","17","ORIGEN","1","9"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15238","2022-02-12T00:00:00.000","17","ORIGEN","1","9"
"T.T. DE CALI","BUS","BASICO","76001","05120","2022-10-20T00:00:00.000","14","ORIGEN","1","8"
"T.T. DE APARTADÓ","BUSETA","LUJO","05045","05837","2022-06-27T00:00:00.000","14","ORIGEN","1","5"
"T.T. DE APARTADÓ","BUSETA","LUJO","05045","05837","2022-06-27T00:00:00.000","14","ORIGEN","1","5"
"T.T. DE FLORENCIA","AUTOMOVIL","LUJO","18001","18610","2022-05-11T00:00:00.000","13","ORIGEN","1","2"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25740","2022-07-13T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25740","2022-07-13T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25740","2022-07-13T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25740","2022-07-13T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25740","2022-07-13T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25740","2022-07-13T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25740","2022-07-13T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25740","2022-07-13T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25740","2022-07-13T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25740","2022-07-13T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25740","2022-07-13T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25740","2022-07-13T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25740","2022-07-13T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25740","2022-07-13T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUSETA","LUJO","11001","25740","2022-07-13T00:00:00.000","08","ORIGEN","1","0"
"T.T. DE MANIZALES","BUSETA","LUJO","17001","17380","2022-01-29T00:00:00.000","13","ORIGEN","1","15"
"T.T. DE SOGAMOSO","BUS","LUJO","15759","11001","2022-02-21T00:00:00.000","03","ORIGEN","2","5"
"T.T. DE ARMENIA","MICROBUS","LUJO","63001","17001","2022-02-27T00:00:00.000","15","ORIGEN","1","17"
"T.T. DE TULÚA","AUTOMOVIL","BASICO","76001","76113","2022-08-24T00:00:00.000","10","TRANSITO","1","3"
"T.T. DE TULÚA","AUTOMOVIL","BASICO","76001","76113","2022-08-24T00:00:00.000","10","TRANSITO","1","3"
"T.T. DE TULÚA","AUTOMOVIL","BASICO","76001","76113","2022-08-24T00:00:00.000","10","TRANSITO","1","3"
"T.T. DE TULÚA","AUTOMOVIL","BASICO","76001","76113","2022-08-24T00:00:00.000","10","TRANSITO","1","3"
"T.T. DE TULÚA","AUTOMOVIL","BASICO","76001","76113","2022-08-24T00:00:00.000","10","TRANSITO","1","3"
"T.T. DE BARRANQUILLA","BUS","LUJO","08001","44430","2022-02-06T00:00:00.000","13","ORIGEN","1","6"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05031","2022-05-31T00:00:00.000","09","ORIGEN","1","9"
"T.T. DE BUGA","MICROBUS","LUJO","76111","19698","2022-06-19T00:00:00.000","06","ORIGEN","1","4"
"T.T. DE BUCARAMANGA","CAMIONETA","BASICO","68001","54498","2022-02-10T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE BUCARAMANGA","CAMIONETA","BASICO","68001","54498","2022-02-10T00:00:00.000","09","ORIGEN","1","0"
"T.T. DE VILLAVICENCIO","CAMIONETA","LUJO","50001","50313","2022-03-26T00:00:00.000","05","ORIGEN","1","0"
"T.T. DE VILLAVICENCIO","CAMIONETA","LUJO","50001","50313","2022-03-26T00:00:00.000","05","ORIGEN","1","0"
"T.T. DE VILLAVICENCIO","CAMIONETA","LUJO","50001","50313","2022-03-26T00:00:00.000","05","ORIGEN","1","0"
"T.T. DE GIRARDOT","BUSETA","LUJO","73275","73449","2022-08-13T00:00:00.000","07","TRANSITO","1","15"
"T.T. DE CALI","BUSETA","BASICO","76001","76892","2022-08-18T00:00:00.000","10","ORIGEN","1","5"
"T.T. DE PASTO","MICROBUS","BASICO","76001","52356","2022-10-20T00:00:00.000","02","TRANSITO","1","0"
"T.T. DE POPAYÁN","MICROBUS","BASICO","41551","76001","2022-04-28T00:00:00.000","19","TRANSITO","1","13"
"T.T. DE VILLAVICENCIO","CAMIONETA","LUJO","50001","11001","2022-02-07T00:00:00.000","19","ORIGEN","1","8"
"T.T. DE MEDELLÍN SUR","BUS","BASICO","05001","05847","2022-04-02T00:00:00.000","14","ORIGEN","1","10"
"T.T. DE LA PLATA","MICROBUS","LUJO","41396","41396","2022-01-13T00:00:00.000","06","ORIGEN","1","8"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","86320","2022-04-02T00:00:00.000","21","TRANSITO","1","8"
"T.T. DE IBAGUÉ","BUSETA","LUJO","73001","11001","2022-05-29T00:00:00.000","10","ORIGEN","1","21"
"T.T. DE PASTO","CAMPERO","BASICO","52001","86885","2022-01-18T00:00:00.000","14","ORIGEN","1","8"
"T.T. DE BOGOTÁ NORTE","BUS","LUJO","11001","15759","2022-05-20T00:00:00.000","10","TRANSITO","1","0"
"T.T. DE BOGOTÁ NORTE","BUS","LUJO","11001","15759","2022-05-20T00:00:00.000","10","TRANSITO","1","0"
"T.T. DE BOGOTÁ NORTE","BUS","LUJO","11001","15759","2022-05-20T00:00:00.000","10","TRANSITO","1","0"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15814","2022-01-14T00:00:00.000","11","ORIGEN","1","8"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","15135","2022-12-03T00:00:00.000","04","ORIGEN","1","1"
"T.T. DE CALI","MICROBUS","BASICO","76001","76834","2022-03-29T00:00:00.000","18","ORIGEN","1","13"
"T.T. DE CALI","BUS","BASICO","76001","76126","2022-06-15T00:00:00.000","12","ORIGEN","1","10"
"T.T. DE PEREIRA","BUSETA","LUJO","66001","63272","2022-07-27T00:00:00.000","08","ORIGEN","1","4"
"T.T. DE ARMENIA","MICROBUS","BASICO","63001","63130","2022-10-26T00:00:00.000","08","ORIGEN","1","9"
"T.T. DE CARTAGENA","BUS","LUJO","13001","13052","2022-02-08T00:00:00.000","16","ORIGEN","1","10"
"T.T. DE CARTAGENA","BUS","LUJO","13001","13052","2022-02-08T00:00:00.000","16","ORIGEN","1","10"
"T.T. DE BOGOTÁ SUR","BUSETA","LUJO","11001","73001","2022-12-21T00:00:00.000","09","TRANSITO","1","6"
"T.T. DE BOGOTÁ SUR","BUSETA","LUJO","11001","73001","2022-12-21T00:00:00.000","09","TRANSITO","1","6"
"T.T. DE SAN GIL","BUS","BASICO","68679","68464","2022-11-21T00:00:00.000","19","ORIGEN","1","0"
"T.T. DE ESPINAL","BUS","LUJO","11001","73504","2022-04-16T00:00:00.000","12","TRANSITO","1","0"
"T.T. DE VALLEDUPAR","MICROBUS","LUJO","20001","20045","2022-01-03T00:00:00.000","11","ORIGEN","1","8"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05686","2022-04-23T00:00:00.000","04","ORIGEN","1","1"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05686","2022-04-23T00:00:00.000","04","ORIGEN","1","1"
"T.T. DE BUGA","MICROBUS","LUJO","76001","76147","2022-10-10T00:00:00.000","09","TRANSITO","1","10"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","68572","2022-02-20T00:00:00.000","07","ORIGEN","1","4"
"T.T. DE PASTO","CAMPERO","BASICO","52001","52110","2022-09-22T00:00:00.000","12","ORIGEN","1","8"
"T.T. DE PASTO","CAMPERO","BASICO","52001","52110","2022-09-22T00:00:00.000","12","ORIGEN","1","8"
"T.T. DE PASTO","CAMPERO","BASICO","52001","52110","2022-09-22T00:00:00.000","12","ORIGEN","1","8"
"T.T. DE PASTO","CAMPERO","BASICO","52001","52110","2022-09-22T00:00:00.000","12","ORIGEN","1","8"
"T.T. DE MEDELLÍN SUR","BUS","BASICO","05001","05615","2022-09-24T00:00:00.000","17","ORIGEN","1","4"
"T.T. DE MEDELLÍN SUR","BUS","BASICO","05001","05615","2022-09-24T00:00:00.000","17","ORIGEN","1","4"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","76400","2022-12-27T00:00:00.000","07","ORIGEN","1","5"
"T.T. DE PITALITO","CAMIONETA","LUJO","41551","41668","2022-04-27T00:00:00.000","17","ORIGEN","1","8"
"T.T. DE PITALITO","CAMIONETA","LUJO","41551","41668","2022-04-27T00:00:00.000","17","ORIGEN","1","8"
"T.T. DE PITALITO","CAMIONETA","LUJO","41551","41668","2022-04-27T00:00:00.000","17","ORIGEN","1","8"
"T.T. DE BOGOTÁ SUR","MICROBUS","LUJO","11001","25290","2022-12-10T00:00:00.000","09","TRANSITO","1","14"
"T.T. DE MANIZALES","BUSETA","LUJO","17001","17380","2022-04-12T00:00:00.000","07","ORIGEN","1","10"
"T.T. DE MEDELLÍN SUR","CAMIONETA","BASICO","05001","05209","2022-05-17T00:00:00.000","06","ORIGEN","2","5"
"T.T. DE CARTAGENA","BUS","LUJO","13001","08001","2022-09-02T00:00:00.000","09","ORIGEN","1","17"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","85001","2022-07-29T00:00:00.000","20","ORIGEN","1","35"
"T.T. DE CALI","BUS","BASICO","76001","70110","2022-11-15T00:00:00.000","16","ORIGEN","1","15"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25740","2022-09-11T00:00:00.000","07","ORIGEN","1","0"
"T.T. DE PEREIRA","MICROBUS","LUJO","66001","63001","2022-01-08T00:00:00.000","07","ORIGEN","1","9"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15753","2022-09-29T00:00:00.000","14","ORIGEN","1","12"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25875","2022-07-24T00:00:00.000","06","ORIGEN","1","3"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25875","2022-07-24T00:00:00.000","06","ORIGEN","1","3"
"T.T. DE DUITAMA","BUS","LUJO","11001","54001","2022-04-21T00:00:00.000","21","TRANSITO","1","14"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25035","2022-08-27T00:00:00.000","09","ORIGEN","1","1"
"T.T. DE MELGAR","MICROBUS","BASICO","11001","73168","2022-09-04T00:00:00.000","06","TRANSITO","1","0"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","25307","2022-04-15T00:00:00.000","12","ORIGEN","1","3"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15238","2022-07-29T00:00:00.000","13","ORIGEN","1","6"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15238","2022-07-29T00:00:00.000","13","ORIGEN","1","6"
"T.T. DE CALI","MICROBUS","BASICO","76001","76364","2022-12-13T00:00:00.000","18","ORIGEN","1","3"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05440","2022-10-27T00:00:00.000","08","ORIGEN","1","12"
"T.T. DE MEDELLÍN NORTE","BUS","BASICO","05001","05440","2022-10-27T00:00:00.000","08","ORIGEN","1","12"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15407","2022-07-07T00:00:00.000","16","ORIGEN","1","5"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","73001","2022-01-08T00:00:00.000","04","ORIGEN","1","2"
"T.T. DE PASTO","BUS","LUJO","52001","05001","2022-06-19T00:00:00.000","13","ORIGEN","1","12"
"T.T. DE AGUAZUL","BUS","LUJO","85010","81001","2022-09-27T00:00:00.000","07","ORIGEN","1","20"
"T.T. DE ESPINAL","MICROBUS","LUJO","11001","41001","2022-03-01T00:00:00.000","09","TRANSITO","1","2"
"T.T. DE CÚCUTA","CAMIONETA","LUJO","54001","54810","2022-12-22T00:00:00.000","04","ORIGEN","1","2"
"T.T. DE MONTERÍA","CAMIONETA","LUJO","23001","23466","2022-05-19T00:00:00.000","19","ORIGEN","1","8"
"T.T. DE ARMENIA","BUS","LUJO","66001","18001","2022-03-16T00:00:00.000","15","TRANSITO","1","7"
"T.T. DE CALI","MICROBUS","BASICO","76001","05120","2022-02-02T00:00:00.000","05","ORIGEN","1","5"
"T.T. DE BUCARAMANGA","BUS","LUJO","68001","68081","2022-01-30T00:00:00.000","16","ORIGEN","1","31"
"T.T. DE NEIVA","BUS","LUJO","41551","11001","2022-04-13T00:00:00.000","01","TRANSITO","1","34"
"T.T. DE NEIVA","BUS","LUJO","41551","11001","2022-04-13T00:00:00.000","01","TRANSITO","1","34"
"T.T. DE POPAYÁN","BUS","BASICO","86001","76001","2022-02-18T00:00:00.000","05","TRANSITO","1","17"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","15047","2022-02-20T00:00:00.000","06","ORIGEN","1","3"
"T.T. DE NEIVA","CAMIONETA","BASICO","41001","18205","2022-06-13T00:00:00.000","17","ORIGEN","1","6"
"T.T. DE TUNJA","BUS","LUJO","15759","11001","2022-10-23T00:00:00.000","13","TRANSITO","1","26"
"T.T. DE ARMENIA","BUS","LUJO","08001","76001","2022-12-15T00:00:00.000","16","TRANSITO","1","0"
"T.T. DE ARMENIA","BUS","LUJO","08001","76001","2022-12-15T00:00:00.000","16","TRANSITO","1","0"
"T.T. DE MEDELLÍN NORTE","MICROBUS","BASICO","05001","05440","2022-11-28T00:00:00.000","10","ORIGEN","1","19"
"T.T. DE ARMENIA","BUS","LUJO","73001","76001","2022-11-22T00:00:00.000","17","TRANSITO","1","4"
"T.T. DE CAUCASIA","BUS","BASICO","05154","70001","2022-10-19T00:00:00.000","12","ORIGEN","1","5"
"T.T. DE AGUAZUL","MICROBUS","LUJO","85139","85001","2022-03-11T00:00:00.000","14","TRANSITO","1","2"
"T.T. DE AGUAZUL","MICROBUS","LUJO","85139","85001","2022-03-11T00:00:00.000","14","TRANSITO","1","2"
"T.T. DE MANIZALES","MICROBUS","LUJO","17001","17541","2022-07-11T00:00:00.000","14","ORIGEN","1","6"
"T.T. DE BOGOTÁ SUR","BUSETA","LUJO","11001","25290","2022-12-26T00:00:00.000","06","TRANSITO","1","9"
"T.T. DE GIRARDOT","BUS","LUJO","25307","73001","2022-09-21T00:00:00.000","10","ORIGEN","1","13"
"T.T. DE BOGOTÁ SALITRE","MICROBUS","LUJO","11001","17001","2022-08-12T00:00:00.000","13","ORIGEN","1","14"
"T.T. DE AGUAZUL","BUS","LUJO","68001","85001","2022-06-22T00:00:00.000","10","TRANSITO","1","0"
"T.T. DE APARTADÓ","BUSETA","LUJO","05045","05172","2022-10-04T00:00:00.000","06","ORIGEN","1","4"
"T.T. DE FLORENCIA","AUTOMOVIL","LUJO","18001","18029","2022-10-21T00:00:00.000","17","ORIGEN","1","4"
"T.T. DE CÚCUTA","CAMIONETA","LUJO","54001","54720","2022-08-10T00:00:00.000","05","ORIGEN","1","4"
"T.T. DE CÚCUTA","BUS","LUJO","54001","54172","2022-04-19T00:00:00.000","11","ORIGEN","1","12"
"T.T. DE ESPINAL","CAMIONETA","LUJO","25307","73319","2022-08-22T00:00:00.000","08","TRANSITO","1","7"
"T.T. DE VILLAGARZÓN","MICROBUS","BASICO","76001","05380","2022-10-25T00:00:00.000","07","TRANSITO","1","6"
"T.T. DE ARMENIA","MICROBUS","LUJO","63001","76895","2022-09-23T00:00:00.000","15","ORIGEN","1","4"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15087","2022-10-10T00:00:00.000","07","ORIGEN","1","1"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15087","2022-10-10T00:00:00.000","07","ORIGEN","1","1"
"T.T. DE SOGAMOSO","MICROBUS","LUJO","15759","15087","2022-10-10T00:00:00.000","07","ORIGEN","1","1"
"T.T. DE GARZÓN","BUS","BASICO","13430","11001","2022-05-01T00:00:00.000","22","TRANSITO","1","27"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","68077","2022-08-01T00:00:00.000","14","ORIGEN","1","4"
"T.T. DE MONTERÍA","CAMIONETA","LUJO","23001","05045","2022-12-12T00:00:00.000","17","ORIGEN","1","8"
"T.T. DE IPIALES","AUTOMOVIL","BASICO","52356","52354","2022-12-24T00:00:00.000","09","ORIGEN","2","8"
"T.T. DE CÚCUTA","CAMIONETA","LUJO","54001","68001","2022-04-26T00:00:00.000","21","ORIGEN","1","4"
"T.T. DE ESPINAL","AUTOMOVIL","LUJO","73268","73585","2022-05-24T00:00:00.000","09","ORIGEN","1","4"
"T.T. DE TUNJA","MICROBUS","LUJO","15001","15176","2022-05-21T00:00:00.000","08","ORIGEN","1","11"
"T.T. DE MEDELLÍN SUR","MICROBUS","BASICO","05001","05030","2022-06-04T00:00:00.000","13","ORIGEN","1","4"
"T.T. DE CÚCUTA","BUS","LUJO","54001","23001","2022-07-01T00:00:00.000","15","ORIGEN","1","20"
"T.T. DE MEDELLÍN SUR","MICROBUS","BASICO","05001","05036","2022-03-20T00:00:00.000","17","ORIGEN","1","4"
"T.T. DE CALI","MICROBUS","BASICO","76001","18756","2022-09-19T00:00:00.000","07","ORIGEN","1","1"
"T.T. DE BOGOTÁ SUR","BUS","LUJO","11001","25878","2022-06-11T00:00:00.000","08","TRANSITO","1","3"
"T.T. DE MELGAR","BUS","LUJO","11001","41001","2022-06-11T00:00:00.000","00","TRANSITO","1","0"
"T.T. DE MELGAR","BUS","LUJO","11001","73001","2022-09-18T00:00:00.000","11","TRANSITO","1","0"
"T.T. DE BUCARAMANGA","BUSETA","BASICO","68001","20295","2022-02-06T00:00:00.000","10","ORIGEN","1","14"
"T.T. DE CALI","BUS","BASICO","76001","63001","2022-12-21T00:00:00.000","11","ORIGEN","1","15"
"T.T. DE MELGAR","BUS","BASICO","11001","73001","2022-04-01T00:00:00.000","09","TRANSITO","1","8"
"T.T. DE ESPINAL","MICROBUS","LUJO","73585","11001","2022-01-12T00:00:00.000","15","ORIGEN","1","19"
"T.T. DE APARTADÓ","MICROBUS","LUJO","05045","05837","2022-05-10T00:00:00.000","14","ORIGEN","1","6"
"T.T. DE IBAGUÉ","MICROBUS","BASICO","73001","73124","2022-12-05T00:00:00.000","18","ORIGEN","1","14"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25740","2022-04-19T00:00:00.000","19","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25740","2022-04-19T00:00:00.000","19","ORIGEN","1","0"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25740","2022-04-19T00:00:00.000","19","ORIGEN","1","0"
"T.T. DE SOGAMOSO","BUS","LUJO","15759","15047","2022-04-23T00:00:00.000","16","ORIGEN","1","5"
"T.T. DE ARMENIA","BUS","BASICO","63001","11001","2022-01-03T00:00:00.000","23","ORIGEN","1","45"
"T.T. DE CALI","BUS","BASICO","76001","76111","2022-10-27T00:00:00.000","18","ORIGEN","1","6"
"T.T. DE LA PLATA","MICROBUS","LUJO","41396","19001","2022-03-21T00:00:00.000","08","ORIGEN","1","7"
"T.T. DE CALI","MICROBUS","BASICO","76001","76130","2022-07-11T00:00:00.000","21","ORIGEN","1","0"
"T.T. DE MANIZALES","MICROBUS","LUJO","17001","17653","2022-05-06T00:00:00.000","17","ORIGEN","1","15"
"T.T. DE IPIALES","CAMIONETA","BASICO","52356","52001","2022-04-15T00:00:00.000","10","ORIGEN","1","8"
"T.T. DE BOGOTÁ SUR","MICROBUS","LUJO","11001","25001","2022-11-24T00:00:00.000","14","TRANSITO","1","6"
"T.T. DE BOGOTÁ SUR","MICROBUS","LUJO","11001","25307","2022-08-07T00:00:00.000","14","TRANSITO","1","5"
"T.T. DE CALI","MICROBUS","BASICO","76001","76828","2022-02-03T00:00:00.000","10","ORIGEN","1","6"
"T.T. DE BOGOTÁ SALITRE","BUS","LUJO","11001","25649","2022-05-03T00:00:00.000","09","ORIGEN","1","4"
"T.T. DE BARRANQUILLA","BUS","LUJO","08001","13001","2022-04-19T00:00:00.000","14","ORIGEN","1","14"
"T.T. DE BARRANQUILLA","BUS","LUJO","08001","13001","2022-04-19T00:00:00.000","14","ORIGEN","1","14"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15757","2022-07-02T00:00:00.000","05","ORIGEN","1","3"
"T.T. DE MANIZALES","MICROBUS","LUJO","17001","66001","2022-12-13T00:00:00.000","18","ORIGEN","1","9"
"T.T. DE CHIQUINQUIRÁ","MICROBUS","LUJO","15176","15001","2022-07-19T00:00:00.000","06","ORIGEN","1","0"
"T.T. DE DUITAMA","MICROBUS","LUJO","15238","15516","2022-04-22T00:00:00.000","19","ORIGEN","1","14"
"T.T. DE GARZÓN","MICROBUS","BASICO","41001","08433","2022-08-09T00:00:00.000","19","TRANSITO","1","10"
"T.T. DE SOGAMOSO","BUS","LUJO","15759","15047","2022-02-07T00:00:00.000","14","ORIGEN","1","1"
"T.T. DE PITALITO","CAMIONETA","LUJO","41551","41359","2022-02-24T00:00:00.000","13","ORIGEN","1","5"
"T.T. DE BOGOTÁ NORTE","MICROBUS","LUJO","11001","25513","2022-06-17T00:00:00.000","10","TRANSITO","1","0"
"T.T. DE BOGOTÁ NORTE","MICROBUS","LUJO","11001","25513","2022-06-17T00:00:00.000","10","TRANSITO","1","0"
"T.T. DE CALI","BUSETA","BASICO","76001","76306","2022-09-19T00:00:00.000","17","ORIGEN","1","19"
"T.T. DE IBAGUÉ","MICROBUS","BASICO","73001","73168","2022-11-25T00:00:00.000","06","ORIGEN","1","4"
"T.T. DE POPAYÁN","CAMIONETA","BASICO","19001","19256","2022-02-06T00:00:00.000","06","ORIGEN","1","6"
"T.T. DE IPIALES","CAMIONETA","BASICO","52356","52838","2022-10-04T00:00:00.000","13","ORIGEN","1","8"
"T.T. DE PITALITO","CAMIONETA","LUJO","41551","18001","2022-10-30T00:00:00.000","11","ORIGEN","1","8"
