"estacion_de_peaje","anio","mes","codigo_estacion","departamento","trafico_efectivo_i","trafico_efectivo_ie","trafico_efectivo_iea","trafico_efectivo_ieb","trafico_efectivo_iee","trafico_efectivo_ieq","trafico_efectivo_ii","trafico_efectivo_iia","trafico_efectivo_iie","trafico_efectivo_iiee","trafico_efectivo_iieq","trafico_efectivo_iie_rev","trafico_efectivo_iii","trafico_efectivo_iiie","trafico_efectivo_iiip","trafico_efectivo_iiig","trafico_efectivo_iv","trafico_efectivo_vi","trafico_efectivo_vii","trafico_efectivo_ieb_2","trafico_efectivo_ive","trafico_efectivo_v","trafico_efectivo_v_b","trafico_efectivo_v_b_a","trafico_efectivo_v_e","trafico_total","vehiculos_iprev_i","vehiculos_iprev_ie","vehiculos_iprev_iea","vehiculos_iprev_ieb","vehiculos_iprev_ieq","vehiculos_iprev_ii","vehiculos_iprev_iie","vehiculos_iprev_iiee","vehiculos_iprev_iieq","vehiculos_iprev_iii","vehiculos_iprev_iiie","vehiculos_iprev_iiip","vehiculos_iprev_iiig","vehiculos_iprev_iv","vehiculos_iprev_ive","vehiculos_iprev_v","vehiculos_iprev_vb","vehiculos_iprev_ve","vehiculos_iprev_vi","vehiculos_iprev_vii","total_veh_iprev","ejes_iprev_ejes_grua","ejes_iprev_ejes_remolque","ejes_iprev_ejes_adicionales","ejes_iprev_ejes_caneros","total_ejes","ejes_efectivo_ejes_grua","ejes_efectivo_ejes_remolque","ejes_efectivo_ejes_adicionales","ejes_efectivo_ejes_caneros","total_ejes_2","tiquetes_prepago_i","tiquetes_prepago_ie","tiquetes_prepago_iea","tiquetes_prepago_ieb","tiquetes_prepago_ieq","tiquetes_prepago_ii","tiquetes_prepago_iii","tiquetes_prepago_iie","tiquetes_prepago_iiee","tiquetes_prepago_iieq","tiquetes_prepago_iii_2","tiquetes_prepago_iiie","tiquetes_prepago_iiip","tiquetes_prepago_iiig","tiquetes_prepago_iv","tiquetes_prepago_ive","tiquetes_prepago_v","tiquetes_prepago_vb","tiquetes_prepago_ve","tiquetes_prepago_vi","tiquetes_prepago_vii","total_prepagos","evasores_unidad_i","evasores_unidad_ie","evasores_unidad_iea","evasores_unidad_ieb","evasores_unidad_ieq","evasores_unidad_ii","evasores_unidad_iie","evasores_unidad_iiee","evasores_unidad_iieq","evasores_unidad_iii","evasores_unidad_iiie","evasores_unidad_iiig","evasores_unidad_iiip","evasores_unidad_iv","evasores_unidad_ive","evasores_unidad_v","evasores_unidad_vi","evasores_unidad_vii","evasores_unidad_vb","evasores_unidad_ve","total_evasores","veh_res_3694_de_2007_ie","veh_res_3694_de_2007_iie","veh_res_3694_de_2007_total","total_veh_efectivo_prepagos","exentos_res0000015_koran","exentos_ley_787_2002_i","exentos_ley_787_2002_ii","exentos_ley_787_2002_iii","exentos_ley_787_2002_iiip","exentos_ley_787_2002_iiig","exentos_ley_787_2002_iv","exentos_ley_787_2002_v","exentos_ley_787_2002_vb","exentos_ley_787_2002_vi","exentos_ley_787_2002_vii","exentos_ley_787_2002_total","ea","eg","er","total_veh_efectivo_prepagos_1","exentos_res0000015_koran_1","exentos_emergencia_vial_cat","exentos_emergencia_vial_cat_1","exentos_emergencia_vial_total","exonerados_invias_i","exonerados_invias_ii","exonerados_invias_iii","exonerados_invias_iv","exonerados_invias_v","exonerados_invias_vi","exonerados_invias_vii","exonerados_invias_iiip","exonerados_invias_iiig","total_exonerados_invias"
"BICENTENARIO","2005","Febrero","00006","CUNDINAMARCA","34040",,,,,,"34805",,,,,,"6399",,,,"10658",,,,,"10500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAIQUERO","2005","Febrero","#N/D","CUNDINAMARCA","43040",,,,,,"11064",,,,,,"254",,,,"64",,,,,"139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAJAMARCA","2005","Febrero","00007","TOLIMA","26704",,,,,,"41016",,,,,,"7581",,,,"8969",,,,,"16864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CALAMAR","2005","Febrero","00008","BOLIVAR","14209",,,,,,"14870",,,,,,"1588",,,,"1682",,,,,"3710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANO","2005","Febrero","00045","NARIÑO","17244",,,,,,"16619",,,,,,"3698",,,,"2437",,,,,"4086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARIMAGUA","2005","Febrero","00009","CORDOBA","14918",,,,,,"13399",,,,,,"3098",,,,"5204",,,,,"8113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CERRITOS II","2005","Febrero","00066","RISARALDA","133732",,,,,,"66152",,,,,,"4723",,,,"7228",,,,,"8445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CISNEROS","2005","Febrero","00011","ANTIOQUIA","12046",,,,,,"10832",,,,,,"855",,,,"2163",,,,,"1279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COPEY","2005","Febrero","#N/D","CESAR","17126",,,,,,"24819",,,,,,"2671",,,,"6859",,,,,"31404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRUCERO","2005","Febrero","00012","BOYACA","18978",,,,,,"11807",,,,,,"1275",,,,"451",,,,,"1061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL BORDO","2005","Febrero","00013","CAUCA","16710",,,,,,"20099",,,,,,"4032",,,,"2529",,,,,"4212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL CARMEN","2005","Febrero","00044","BOLIVAR","25038",,,,,,"22021",,,,,,"2768",,,,"2949",,,,,"6635",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL DIFICIL","2005","Febrero","#N/D","MAGADALENA","14985",,,,,,"8561",,,,,,"1755",,,,"2727",,,,,"6031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL PLACER","2005","Febrero","00047","NARIÑO","70953",,,,,,"24071",,,,,,"3772",,,,"1724",,,,,"2684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GALAPA","2005","Febrero","#N/D","ATLANTICO","35569",,,,,,"52390",,,,,,"2735",,,,"3354",,,,,"3144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GAMBOTE","2005","Febrero","#N/D","BOLIVAR","30382",,,,,,"24781",,,,,,"4844",,,,"6662",,,,,"9693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GUALANDAY","2005","Febrero","#N/D","TOLIMA","100668",,,,,,"72581",,,,,,"8989",,,,"10339",,,,,"18686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HONDA","2005","Febrero","00014","TOLIMA","40253",,,,,,"24999",,,,,,"1879",,,,"2792",,,,,"5634",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS ACACIOS","2005","Febrero","#N/D","CORDOBA","41724",,,,,,"25637",,,,,,"3791",,,,"5007",,,,,"7910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA ESPERANZA","2005","Febrero","00017","SUCRE","30257",,,,,,"12789",,,,,,"1972",,,,"3504",,,,,"3585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA GOMEZ","2005","Febrero","00046","SANTANDER","11489",,,,,,"13886",,,,,,"2979",,,,"5062",,,,,"10412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA LOMA","2005","Febrero","#N/D","CESAR","21641",,,,,,"22771",,,,,,"4262",,,,"9071",,,,,"37070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA PINTADA","2005","Febrero","00018","ANTIOQUIA","4149",,,,,,"3351",,,,,,"379",,,,"141",,,,,"235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LEBRIJA","2005","Febrero","00021","SANTANDER","75871",,,,,,"23018",,,,,,"978",,,,"990",,,,,"1473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOBOGUERRERO","2005","Febrero","00065","VALLE DEL CAUCA","44023",,,,,,"16073",,,,,,"5580",,,,"14013",,,,,"19128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS ACACIOS","2005","Febrero","#N/D","NORTE DE SANTANDER","66740",,,,,,"27737",,,,,,"2054",,,,"2325",,,,,"3875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CAUCHOS","2005","Febrero","00019","HUILA","59755",,,,,,"21235",,,,,,"2953",,,,"1124",,,,,"1499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CEDROS","2005","Febrero","#N/D","CORDOBA","21806",,,,,,"11844",,,,,,"597",,,,"93",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS LLANOS","2005","Febrero","00020","ANTIOQUIA","20494",,,,,,"25414",,,,,,"3860",,,,"4920",,,,,"7433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MACHETA","2005","Febrero","00021","CUNDINAMARCA","15869",,,,,,"9213",,,,,,"229",,,,"61",,,,,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MATA DE CAÑA","2005","Febrero","00022","CORDOBA","27671",,,,,,"14849",,,,,,"907",,,,"601",,,,,"355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MORRISON","2005","Febrero","00047","CESAR","30663",,,,,,"26464",,,,,,"4523",,,,"6636",,,,,"17323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PANDEQUESO","2005","Febrero","#N/D","ANTIOQUIA","34647",,,,,,"37809",,,,,,"4107",,,,"5044",,,,,"7416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PICACHO","2005","Febrero","00024","SANTANDER","23947",,,,,,"17403",,,,,,"1974",,,,"2312",,,,,"3698",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PONEDERA","2005","Febrero","#N/D","ATLANTICO","24760",,,,,,"27025",,,,,,"1546",,,,"1741",,,,,"3726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PRIMAVERA","2005","Febrero","00025","ANTIOQUIA","38077",,,,,,"37689",,,,,,"4443",,,,"6445",,,,,"6827",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUENTE PLATO","2005","Febrero","#N/D","MAGADALENA","9083",,,,,,"6862",,,,,,"1739",,,,"2729",,,,,"6006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUERTO BERRIO","2005","Febrero","00026","ANTIOQUIA","10410",,,,,,"9693",,,,,,"955",,,,"2169",,,,,"1273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PURGATORIO","2005","Febrero","#N/D","CORDOBA","38697",,,,,,"18201",,,,,,"962",,,,"352",,,,,"942",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO BLANCO","2005","Febrero","00027","SANTANDER","28234",,,,,,"20098",,,,,,"2046",,,,"1737",,,,,"7398",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO FRIO","2005","Febrero","00028","VALLE DEL CAUCA","15912",,,,,,"5009",,,,,,"559",,,,"2175",,,,,"1038",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO NEGRO","2005","Febrero","00047","SANTANDER","25214",,,,,,"14475",,,,,,"1105",,,,"815",,,,,"2862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO SINU","2005","Febrero","#N/D","CORDOBA","62587",,,,,,"56000",,,,,,"79671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO SOGAMOSO","2005","Febrero","00029","SANTANDER","34311",,,,,,"18116",,,,,,"1743",,,,"1785",,,,,"2686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SACHICA","2005","Febrero","00030","BOYACA","27857",,,,,,"6514",,,,,,"470",,,,"86",,,,,"169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN JUAN","2005","Febrero","00032","LA GUAJIRA","49678",,,,,,"8344",,,,,,"529",,,,"398",,,,,"742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN ONOFRE","2005","Febrero","00033","SUCRE","9533",,,,,,"8915",,,,,,"1764",,,,"3042",,,,,"2270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN PEDRO","2005","Febrero","00034","CASANARE","16912",,,,,,"5892",,,,,,"711",,,,"2358",,,,,"1075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SANCLEMENTE","2005","Febrero","#N/D","RISARALDA","6332",,,,,,"5462",,,,,,"290",,,,"309",,,,,"368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUPIA","2005","Febrero","00035","CALDAS","24993",,,,,,"31789",,,,,,"3958",,,,"5891",,,,,"7022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARAPACA","2005","Febrero","#N/D","CALDAS","328",,,,,,"119",,,,,,"0",,,,"0",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARAZA","2005","Febrero","00036","ANTIOQUIA","26230",,,,,,"19576",,,,,,"3620",,,,"4965",,,,,"7675",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TORO","2005","Febrero","00037","VALLE DEL CAUCA","13344",,,,,,"4046",,,,,,"389",,,,"171",,,,,"71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TUCURINCA","2005","Febrero","#N/D","MAGADALENA","23843",,,,,,"30863",,,,,,"3182",,,,"7244",,,,,"28440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VALENCIA","2005","Febrero","#N/D","CESAR","24844",,,,,,"18819",,,,,,"1318",,,,"650",,,,,"1631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZAMBITO","2005","Febrero","00044","SANTANDER","14113",,,,,,"17819",,,,,,"4090",,,,"7019",,,,,"11546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ACAPULCO","2005","Marzo","00001","CALDAS","41891",,,,,,"13325",,,,,,"310",,,,"257",,,,,"431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AGUAS NEGRAS","2005","Marzo","00045","SANTANDER","30937",,,,,,"22321",,,,,,"4209",,,,"7643",,,,,"12352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALTAMIRA","2005","Marzo","00002","HUILA","39098",,,,,,"14339",,,,,,"2274",,,,"561",,,,,"990",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ALVARADO","2005","Marzo","00003","TOLIMA","55347",,,,,,"21130",,,,,,"1770",,,,"2654",,,,,"4842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMAGA","2005","Marzo","00004","ANTIOQUIA","83418",,,,,,"38561",,,,,,"3259",,,,"241",,,,,"446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARCABUCO","2005","Marzo","00005","BOYACA","37453",,,,,,"16843",,,,,,"1152",,,,"1168",,,,,"2712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BAYUNCA","2005","Marzo","#N/D","BOLIVAR","10415",,,,,,"29697",,,,,,"3709",,,,"4292",,,,,"3063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BICENTENARIO","2005","Marzo","00006","CUNDINAMARCA","63481",,,,,,"37717",,,,,,"6286",,,,"10898",,,,,"9988",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAIQUERO","2005","Marzo","#N/D","CUNDINAMARCA","74687",,,,,,"12723",,,,,,"312",,,,"80",,,,,"89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAJAMARCA","2005","Marzo","00007","TOLIMA","60411",,,,,,"46769",,,,,,"7753",,,,"8917",,,,,"16802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CALAMAR","2005","Marzo","00008","BOLIVAR","20550",,,,,,"17168",,,,,,"1793",,,,"1849",,,,,"3681",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANO","2005","Marzo","00045","NARIÑO","24265",,,,,,"17865",,,,,,"3896",,,,"2416",,,,,"4304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARIMAGUA","2005","Marzo","00009","CORDOBA","22903",,,,,,"13987",,,,,,"3218",,,,"5322",,,,,"7262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
