"estacion_de_peaje","anio","mes","codigo_estacion","departamento","trafico_efectivo_i","trafico_efectivo_ie","trafico_efectivo_iea","trafico_efectivo_ieb","trafico_efectivo_iee","trafico_efectivo_ieq","trafico_efectivo_ii","trafico_efectivo_iia","trafico_efectivo_iie","trafico_efectivo_iiee","trafico_efectivo_iieq","trafico_efectivo_iie_rev","trafico_efectivo_iii","trafico_efectivo_iiie","trafico_efectivo_iiip","trafico_efectivo_iiig","trafico_efectivo_iv","trafico_efectivo_vi","trafico_efectivo_vii","trafico_efectivo_ieb_2","trafico_efectivo_ive","trafico_efectivo_v","trafico_efectivo_v_b","trafico_efectivo_v_b_a","trafico_efectivo_v_e","trafico_total","vehiculos_iprev_i","vehiculos_iprev_ie","vehiculos_iprev_iea","vehiculos_iprev_ieb","vehiculos_iprev_ieq","vehiculos_iprev_ii","vehiculos_iprev_iie","vehiculos_iprev_iiee","vehiculos_iprev_iieq","vehiculos_iprev_iii","vehiculos_iprev_iiie","vehiculos_iprev_iiip","vehiculos_iprev_iiig","vehiculos_iprev_iv","vehiculos_iprev_ive","vehiculos_iprev_v","vehiculos_iprev_vb","vehiculos_iprev_ve","vehiculos_iprev_vi","vehiculos_iprev_vii","total_veh_iprev","ejes_iprev_ejes_grua","ejes_iprev_ejes_remolque","ejes_iprev_ejes_adicionales","ejes_iprev_ejes_caneros","total_ejes","ejes_efectivo_ejes_grua","ejes_efectivo_ejes_remolque","ejes_efectivo_ejes_adicionales","ejes_efectivo_ejes_caneros","total_ejes_2","tiquetes_prepago_i","tiquetes_prepago_ie","tiquetes_prepago_iea","tiquetes_prepago_ieb","tiquetes_prepago_ieq","tiquetes_prepago_ii","tiquetes_prepago_iii","tiquetes_prepago_iie","tiquetes_prepago_iiee","tiquetes_prepago_iieq","tiquetes_prepago_iii_2","tiquetes_prepago_iiie","tiquetes_prepago_iiip","tiquetes_prepago_iiig","tiquetes_prepago_iv","tiquetes_prepago_ive","tiquetes_prepago_v","tiquetes_prepago_vb","tiquetes_prepago_ve","tiquetes_prepago_vi","tiquetes_prepago_vii","total_prepagos","evasores_unidad_i","evasores_unidad_ie","evasores_unidad_iea","evasores_unidad_ieb","evasores_unidad_ieq","evasores_unidad_ii","evasores_unidad_iie","evasores_unidad_iiee","evasores_unidad_iieq","evasores_unidad_iii","evasores_unidad_iiie","evasores_unidad_iiig","evasores_unidad_iiip","evasores_unidad_iv","evasores_unidad_ive","evasores_unidad_v","evasores_unidad_vi","evasores_unidad_vii","evasores_unidad_vb","evasores_unidad_ve","total_evasores","veh_res_3694_de_2007_ie","veh_res_3694_de_2007_iie","veh_res_3694_de_2007_total","total_veh_efectivo_prepagos","exentos_res0000015_koran","exentos_ley_787_2002_i","exentos_ley_787_2002_ii","exentos_ley_787_2002_iii","exentos_ley_787_2002_iiip","exentos_ley_787_2002_iiig","exentos_ley_787_2002_iv","exentos_ley_787_2002_v","exentos_ley_787_2002_vb","exentos_ley_787_2002_vi","exentos_ley_787_2002_vii","exentos_ley_787_2002_total","ea","eg","er","total_veh_efectivo_prepagos_1","exentos_res0000015_koran_1","exentos_emergencia_vial_cat","exentos_emergencia_vial_cat_1","exentos_emergencia_vial_total","exonerados_invias_i","exonerados_invias_ii","exonerados_invias_iii","exonerados_invias_iv","exonerados_invias_v","exonerados_invias_vi","exonerados_invias_vii","exonerados_invias_iiip","exonerados_invias_iiig","total_exonerados_invias"
"CERRITOS II","2023","Septiembre","00066","RISARALDA","206522","9307",,,,,"98759",,"0","0",,,"26141","0","0","0","22145","0","0",,"0","49920",,"0","0","412794",,,,,,,,,,,,,,,,,,,,,,,,,,,"110","573","64","-","747",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TUNEL LA LINEA TOL","2023","Septiembre","00067","TOLIMA","36845","10",,,,,"32067",,"296","0",,,"7557","0","0","0","5474","0","0",,"0","17460",,"0","0","99709",,,,,,,,,,,,,,,,,,,,,,,,,,,"33","411","28","-","472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TUNEL LA LINEA QUI","2023","Septiembre","00068","QUINDIO","37015","33",,,,,"33400",,"218","0",,,"8711","0","0","0","7527","0","0",,"0","17706",,"0","0","104610",,,,,,,,,,,,,,,,,,,,,,,,,,,"82","422","33","-","537",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA PARADA","2023","Septiembre","00069","NORTE DE SAN","362703","201980",,,,,"6322",,"26024","0",,,"251","0","0","0","39","0","0",,"0","139",,"0","0","597458",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","-","-","-","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL KORAN","2023","Septiembre","00070","CUNDINAMARCA","53988","493",,,,,"2838",,"0","0",,,"0","0","25164","12212","11588","30019","0",,"0","13241",,"0","0","149543",,,,,,,,,,,,,,,,,,,,,,,,,,,"162","359","109","-","630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARCABUCO","2023","Octubre","00005","BOYACA","99621","0",,,,,"29610",,"0","0",,,"3343","0","0","0","1774","0","0",,"0","10309",,"0","0","144657",,,,,,,,,,,,,,,,,,,,,,,,,,,"43","62","5","-","110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BICENTENARIO","2023","Octubre","00006","CUNDINAMARCA","37319","669",,,,,"23636",,"0","0",,,"5192","0","0","0","2272","0","0",,"0","5504",,"0","0","74592",,,,,,,,,,,,,,,,,,,,,,,,,,,"59","196","6","-","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS LLANOS","2023","Octubre","00020","ANTIOQUIA","54297","142",,,,,"41338",,"1402","0",,,"6041","0","0","0","6754","0","0",,"0","15170",,"0","0","125144",,,,,,,,,,,,,,,,,,,,,,,,,,,"69","378","13","-","460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARIMAGUA","2023","Octubre","00009","CORDOBA","19535","0",,,,,"3225",,"0","0",,,"8118","0","0","0","6913","6187","14052",,"0","4588",,"0","0","62618",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRUCERO","2023","Octubre","00012","BOYACA","21489","13876",,,,,"7772",,"5694","0",,,"211","0","0","0","34","0","0",,"0","44",,"0","0","49120",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","-","-","-","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL BORDO","2023","Octubre","00013","CAUCA","52614","0",,,,,"37093",,"0","0",,,"4278","0","0","0","4617","0","0",,"0","9099",,"0","0","107701",,,,,,,,,,,,,,,,,,,,,,,,,,,"25","10","5","-","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO BLANCO","2023","Octubre","00027","SANTANDER","74913","688",,,,,"53669",,"0","0",,,"7377","0","0","0","6289","0","0",,"0","28226",,"0","0","171162",,,,,,,,,,,,,,,,,,,,,,,,,,,"122","293","11","-","426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO FRIO","2023","Octubre","00028","VALLE DEL CAUCA","21205","0",,,,,"7446",,"0","0",,,"1906","0","0","0","2706","0","0",,"0","5624",,"0","0","38887",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","415","6","330","757",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SACHICA","2023","Octubre","00030","BOYACA","129782","7",,,,,"23701",,"0","0",,,"1664","0","0","0","560","0","0",,"0","608",,"0","0","156322",,,,,,,,,,,,,,,,,,,,,,,,,,,"6","20","1","-","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN CLEMENTE","2023","Octubre","00031","CALDAS","20209","0",,,,,"7135",,"0","0",,,"83","0","0","0","155","0","0",,"0","422",,"0","0","28004",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","86","2","-","88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARAZA","2023","Octubre","00036","ANTIOQUIA","41626","1937",,,,,"31455",,"0","0",,,"4916","0","0","0","6644","0","0",,"0","15068",,"0","0","101646",,,,,,,,,,,,,,,,,,,,,,,,,,,"49","289","12","-","350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TORO","2023","Octubre","00037","VALLE DEL CAUCA","18595","3133",,,,,"6590",,"604","0",,,"2106","0","0","0","2085","0","0",,"0","4805",,"0","0","37918",,,,,,,,,,,,,,,,,,,,,,,,,,,"8","108","4","73","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANO","2023","Octubre","00045","NARIÑO","39303","0",,,,,"30156",,"0","0",,,"2514","0","0","0","4049","0","0",,"0","8393",,"0","0","84415",,,,,,,,,,,,,,,,,,,,,,,,,,,"31","6","4","-","41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASA BLANCA","2023","Octubre","00039","CUNDINAMARCA","214694","0",,,,,"68132",,"0","0",,,"13269","0","0","0","7853","0","0",,"0","12858",,"0","0","316806",,,,,,,,,,,,,,,,,,,,,,,,,,,"79","291","7","-","377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SABOYÁ","2023","Octubre","00040","BOYACA","50536","1476",,,,,"26653",,"0","0",,,"4405","0","0","0","3038","0","0",,"0","6222",,"0","0","92330",,,,,,,,,,,,,,,,,,,,,,,,,,,"48","214","4","-","266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OIBA","2023","Octubre","00041","SANTANDER","62755","7656",,,,,"35756",,"0","0",,,"4135","0","0","0","4470","0","0",,"0","15971",,"0","0","130743",,,,,,,,,,,,,,,,,,,,,,,,,,,"60","252","9","-","321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CURITI","2023","Octubre","00042","SANTANDER","87254","0",,,,,"44245",,"0","0",,,"5037","0","0","0","4577","0","0",,"0","16387",,"0","0","157500",,,,,,,,,,,,,,,,,,,,,,,,,,,"54","1111","9","-","1174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CUROS","2023","Octubre","00043","SANTANDER","93038","0",,,,,"49103",,"0","0",,,"8600","0","0","0","5073","0","0",,"0","16111",,"0","0","171925",,,,,,,,,,,,,,,,,,,,,,,,,,,"62","211","9","-","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZAMBITO","2023","Octubre","00044","SANTANDER","0","0",,,,,"0",,"0","0",,,"0","0","0","0","0","0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA GOMEZ","2023","Octubre","00046","SANTANDER","0","0",,,,,"0",,"0","0",,,"0","0","0","0","0","0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PAILITAS","2023","Octubre","#N/D","CESAR","0","0",,,,,"0",,"0","0",,,"0","0","0","0","0","0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLATANAL","2023","Octubre","#N/D","CESAR","38499","198",,,,,"14474",,"0","0",,,"858","0","0","0","2353","0","0",,"0","10241",,"0","0","66623",,,,,,,,,,,,,,,,,,,,,,,,,,,"23","28","1","-","52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN DIEGO","2023","Octubre","00051","CESAR","91538","7616",,,,,"6002",,"0","0",,,"7847","0","0","0","6152","938","2827",,"0","1336",,"252","0","124508",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RINCON HONDO","2023","Octubre","00052","CESAR","31907","0",,,,,"4527",,"0","0",,,"5536","0","0","0","5069","827","2782",,"0","1138",,"231","0","52017",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN JUAN","2023","Octubre","00032","GUAJIRA","128048","0",,,,,"17305",,"0","0",,,"1548","0","0","0","662","0","0",,"0","2473",,"0","0","150036",,,,,,,,,,,,,,,,,,,,,,,,,,,"10","206","32","-","248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COCORNA","2023","Octubre","00054","ANTIOQUIA","92853","16301",,,,,"8956",,"2754","0",,,"25671","240","0","0","11438","10566","14806",,"118","9662",,"0","0","193365",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUERTO TRIUNFO","2023","Octubre","00055","ANTIOQUIA","70940","0",,,,,"6595",,"0","0",,,"25521","0","0","0","11287","7864","16033",,"0","7225",,"0","0","145465",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOBOGUERRERO","2023","Octubre","00065","VALLE DEL CAUCA","0","0",,,,,"0",,"0","0",,,"0","0","0","0","0","0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CERRITOS II","2023","Octubre","00066","RISARALDA","217979","9922",,,,,"91057",,"1067","0",,,"15782","0","0","0","14399","0","0",,"0","28899",,"0","0","379105",,,,,,,,,,,,,,,,,,,,,,,,,,,"63","287","27","-","377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TUNEL LA LINEA TOL","2023","Octubre","00067","TOLIMA","47998","6",,,,,"33385",,"251","0",,,"7804","0","0","0","5621","0","0",,"0","18907",,"0","0","113972",,,,,,,,,,,,,,,,,,,,,,,,,,,"28","441","13","-","482",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TUNEL LA LINEA QUI","2023","Octubre","00068","QUINDIO","48202","32",,,,,"34525",,"231","0",,,"8230","0","0","0","7606","0","0",,"0","17649",,"0","0","116475",,,,,,,,,,,,,,,,,,,,,,,,,,,"74","421","33","-","528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA PARADA","2023","Octubre","00069","NORTE DE SAN","356106","197028",,,,,"6493",,"26282","0",,,"266","0","0","0","36","0","0",,"0","123",,"0","0","586334",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","-","-","-","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL KORAN","2023","Octubre","00070","CUNDINAMARCA","68508","500",,,,,"3301",,"0","0",,,"0","0","25298","11931","11734","29035","0",,"0","13340",,"0","0","163647",,,,,,,,,,,,,,,,,,,,,,,,,,,"162","358","71","-","591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARCABUCO","2023","Noviembre","00005","BOYACA","92282","0",,,,,"30584",,"0","0",,,"3459","0","0","0","1914","0","0",,"0","10392",,"0","0","138631",,,,,,,,,,,,,,,,,,,,,,,,,,,"44","64","4","-","112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BICENTENARIO","2023","Noviembre","00006","CUNDINAMARCA","33743","549",,,,,"23829",,"0","0",,,"5214","0","0","0","2308","0","0",,"0","5315",,"0","0","70958",,,,,,,,,,,,,,,,,,,,,,,,,,,"57","263","7","-","327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS LLANOS","2023","Noviembre","00020","ANTIOQUIA","49508","109",,,,,"44616",,"1254","0",,,"6145","0","0","0","6611","0","0",,"0","15894",,"0","0","124137",,,,,,,,,,,,,,,,,,,,,,,,,,,"82","355","14","-","451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARIMAGUA","2023","Noviembre","00009","CORDOBA","18250","0",,,,,"2957",,"0","0",,,"8064","0","0","0","6996","5731","12925",,"0","4296",,"0","0","59219",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRUCERO","2023","Noviembre","00012","BOYACA","18803","13558",,,,,"6954",,"5621","0",,,"202","0","0","0","37","0","0",,"0","55",,"0","0","45230",,,,,,,,,,,,,,,,,,,,,,,,,,,"7","-","-","-","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL BORDO","2023","Noviembre","00013","CAUCA","44081","0",,,,,"35267",,"0","0",,,"4042","0","0","0","3915","0","0",,"0","7935",,"0","0","95240",,,,,,,,,,,,,,,,,,,,,,,,,,,"18","20","10","-","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO BLANCO","2023","Noviembre","00027","SANTANDER","59795","645",,,,,"45166",,"0","0",,,"6234","0","0","0","6290","0","0",,"0","25804",,"0","0","143934",,,,,,,,,,,,,,,,,,,,,,,,,,,"117","294","22","-","433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO FRIO","2023","Noviembre","00028","VALLE DEL CAUCA","20617","0",,,,,"7562",,"0","0",,,"1950","0","0","0","2471","0","0",,"0","5076",,"0","0","37676",,,,,,,,,,,,,,,,,,,,,,,,,,,"5","429","1","89","524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SACHICA","2023","Noviembre","00030","BOYACA","123369","146",,,,,"22904",,"127","0",,,"2612","0","0","0","624","0","0",,"0","535",,"0","0","150317",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","23","-","-","26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN CLEMENTE","2023","Noviembre","00031","CALDAS","20254","0",,,,,"7774",,"0","0",,,"102","0","0","0","280","0","0",,"0","636",,"0","0","29046",,,,,,,,,,,,,,,,,,,,,,,,,,,"3","82","-","-","85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARAZA","2023","Noviembre","00036","ANTIOQUIA","38042","1885",,,,,"35268",,"0","0",,,"5025","0","0","0","6523","0","0",,"0","15838",,"0","0","102581",,,,,,,,,,,,,,,,,,,,,,,,,,,"50","250","15","-","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TORO","2023","Noviembre","00037","VALLE DEL CAUCA","18732","2914",,,,,"7461",,"496","0",,,"2605","0","0","0","2025","0","0",,"0","4444",,"0","0","38677",,,,,,,,,,,,,,,,,,,,,,,,,,,"8","89","2","-","99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANO","2023","Noviembre","00045","NARIÑO","36228","0",,,,,"29643",,"0","0",,,"1999","0","0","0","3393","0","0",,"0","7105",,"0","0","78368",,,,,,,,,,,,,,,,,,,,,,,,,,,"27","23","2","-","52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASA BLANCA","2023","Noviembre","00039","CUNDINAMARCA","201458","0",,,,,"67128",,"0","0",,,"11953","0","0","0","7849","0","0",,"0","12717",,"0","0","301105",,,,,,,,,,,,,,,,,,,,,,,,,,,"93","233","11","-","337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SABOYÁ","2023","Noviembre","00040","BOYACA","43378","1419",,,,,"26764",,"0","0",,,"3605","0","0","0","3028","0","0",,"0","6329",,"0","0","84523",,,,,,,,,,,,,,,,,,,,,,,,,,,"57","185","10","-","252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OIBA","2023","Noviembre","00041","SANTANDER","56638","7243",,,,,"37553",,"0","0",,,"3880","0","0","0","4582","0","0",,"0","16191",,"0","0","126087",,,,,,,,,,,,,,,,,,,,,,,,,,,"82","236","13","-","331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CURITI","2023","Noviembre","00042","SANTANDER","81588","0",,,,,"46483",,"0","0",,,"4997","0","0","0","4804","0","0",,"0","16753",,"0","0","154625",,,,,,,,,,,,,,,,,,,,,,,,,,,"68","474","10","-","552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CUROS","2023","Noviembre","00043","SANTANDER","87274","0",,,,,"49855",,"0","0",,,"9763","0","0","0","5335","0","0",,"0","16384",,"0","0","168611",,,,,,,,,,,,,,,,,,,,,,,,,,,"75","215","10","-","300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZAMBITO","2023","Noviembre","00044","SANTANDER","0","0",,,,,"0",,"0","0",,,"0","0","0","0","0","0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA GOMEZ","2023","Noviembre","00046","SANTANDER","0","0",,,,,"0",,"0","0",,,"0","0","0","0","0","0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PAILITAS","2023","Noviembre","#N/D","CESAR","0","0",,,,,"0",,"0","0",,,"0","0","0","0","0","0","0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLATANAL","2023","Noviembre","#N/D","CESAR","36974","223",,,,,"15060",,"0","0",,,"868","0","0","0","2821","0","0",,"0","13936",,"0","0","69882",,,,,,,,,,,,,,,,,,,,,,,,,,,"39","14","-","-","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN DIEGO","2023","Noviembre","00051","CESAR","88463","7172",,,,,"6151",,"0","0",,,"7822","0","0","0","6137","1001","2787",,"0","1228",,"306","0","121067",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RINCON HONDO","2023","Noviembre","00052","CESAR","29928","0",,,,,"4513",,"0","0",,,"5380","0","0","0","5243","871","2757",,"0","973",,"265","0","49930",,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
