"nombre_ruta","nombre_parada","secuencia_parada","coordenada_y","coordenada_x","geocoded_column"
"A5-5 El Manantial","Calle 65 con Carrera 11C Terranova 2da Etapa","13","10.904042","-74.801957","POINT (-74.801957 10.904042)"
"A5-5 El Manantial","Portal de Soledad","14","10.907649","-74.800399","POINT (-74.800399 10.907649)"
"A5-6 Granabastos","Calle 65 Gran Central de Abastos del Caribe","1","10.887832","-74.803852","POINT (-74.803852 10.887832)"
"A5-6 Granabastos","Calle 65 con Diagonal 56 EDS La Inmaculada Soledad","2","10.889405","-74.803507","POINT (-74.803507 10.889405)"
"A5-6 Granabastos","Calle 65 Villa Linda Av. Murillo Soledad","3","10.891925","-74.804013","POINT (-74.804013 10.891925)"
"A5-6 Granabastos","Calle 65 La Candelaria Lado Occidental","4","10.895393","-74.803785","POINT (-74.803785 10.895393)"
"A5-6 Granabastos","Calle 65 Villas del Portal 2 Lado Oriental","5","10.8988","-74.803067","POINT (-74.803067 10.8988)"
"A5-6 Granabastos","Calle 65 con Carrera 8 Los Loteros Lado Oriental","6","10.900938","-74.802592","POINT (-74.802592 10.900938)"
"A5-6 Granabastos","Calle 65 con Carrera 11C Terranova 2da Etapa","7","10.904042","-74.801957","POINT (-74.801957 10.904042)"
"A5-6 Granabastos","Portal de Soledad","8","10.907649","-74.800399","POINT (-74.800399 10.907649)"
"A6-5 Carrizal","Calle 45 con Carrera 5B Iglesia","1","10.940807","-74.799647","POINT (-74.799647 10.940807)"
"A6-5 Carrizal","Carrera 4 con Calle 45B","2","10.938387","-74.799987","POINT (-74.799987 10.938387)"
"A6-5 Carrizal","Carrera 4 con Calle 45H","3","10.938394","-74.802086","POINT (-74.802086 10.938394)"
"A6-5 Carrizal","Calle 49 No. 3D-11 Lado Occidental","4","10.93715","-74.802692","POINT (-74.802692 10.93715)"
"A6-5 Carrizal","Calle 49 con Carrera 3 Lado Occidental","5","10.935974","-74.803306","POINT (-74.803306 10.935974)"
"A6-5 Carrizal","Calle 49 No. 2G-17 Lado Occidental","6","10.935257","-74.804337","POINT (-74.804337 10.935257)"
"A6-5 Carrizal","Carrera 2F No. 49F-40 Lado Norte","7","10.935675","-74.805897","POINT (-74.805897 10.935675)"
"A6-5 Carrizal","Calle 50C No. 2B-29","8","10.935786","-74.808294","POINT (-74.808294 10.935786)"
"A6-5 Carrizal","Carrera 2 No. 50D-16","9","10.934719","-74.808978","POINT (-74.808978 10.934719)"
"A6-5 Carrizal","Carrera 2 con Calle 51","10","10.935378","-74.810411","POINT (-74.810411 10.935378)"
"A6-5 Carrizal","Calle 51B No. 2B-16","11","10.93645","-74.810207","POINT (-74.810207 10.93645)"
"A6-5 Carrizal","Carrera 2F No. 50C-11 Lado Sur","12","10.936025","-74.808367","POINT (-74.808367 10.936025)"
"A6-5 Carrizal","Carrera 2F No. 49E-23 Ciclo Neval Lado Sur","13","10.935592","-74.805976","POINT (-74.805976 10.935592)"
"A6-5 Carrizal","Calle 49 con Carrera 2G Lado Oriental","14","10.935197","-74.804128","POINT (-74.804128 10.935197)"
"A6-5 Carrizal","Calle 49 con Carrera 3 Lado Oriental","15","10.935997","-74.803067","POINT (-74.803067 10.935997)"
"A6-5 Carrizal","Calle 49 con Carrera 3E Lado Oriental","16","10.938092","-74.802577","POINT (-74.802577 10.938092)"
"A6-5 Carrizal","Carrera 4C No. 49B-88","17","10.93936","-74.803619","POINT (-74.803619 10.93936)"
"A6-5 Carrizal","Calle 46 con Carrera 6 esq","18","10.941018","-74.802622","POINT (-74.802622 10.941018)"
"A6-5 Carrizal","Calle 45 con Carrera 5B Iglesia","19","10.940807","-74.799647","POINT (-74.799647 10.940807)"
"A6-6 Ciudadela","Est. Joaquin Barrios Polo","1","10.933248","-74.799342","POINT (-74.799342 10.933248)"
"A6-6 Ciudadela","Tv 14 sur con calle 45","2","10.93025","-74.799877","POINT (-74.799877 10.93025)"
"A6-6 Ciudadela","Av. Las Torres con Calle 45H Lado Norte","3","10.93041","-74.801802","POINT (-74.801802 10.93041)"
"A6-6 Ciudadela","Carrera 6 sur con Calle 46F esq","4","10.93014","-74.803898","POINT (-74.803898 10.93014)"
"A6-6 Ciudadela","Carrera 6 sur con Calle 47 esq","5","10.929058","-74.805548","POINT (-74.805548 10.929058)"
"A6-6 Ciudadela","Carrera 6 sur con Calle 47B","6","10.927633","-74.807463","POINT (-74.807463 10.927633)"
"A6-6 Ciudadela","Carrera 6 sur con Calle 48F","7","10.926347","-74.810113","POINT (-74.810113 10.926347)"
"A6-6 Ciudadela","Calle 49 con Carrera 8B sur Lado Occidente","8","10.924822","-74.811538","POINT (-74.811538 10.924822)"
"A6-6 Ciudadela","Calle 49 con Carrera 12 sur Lado Occidente","9","10.923305","-74.812088","POINT (-74.812088 10.923305)"
"A6-6 Ciudadela","Av. Circunvalar con Calle 51B","10","10.922777","-74.814132","POINT (-74.814132 10.922777)"
"A6-6 Ciudadela","Calle 51B con Carrera 10 sur","11","10.925147","-74.81477","POINT (-74.81477 10.925147)"
"A6-6 Ciudadela","Carrera 10 sur con Calle 50A","12","10.924185","-74.812707","POINT (-74.812707 10.924185)"
"A6-6 Ciudadela","Calle 49 No. 8 sur - 64 PASO Nueva Vida","13","10.924512","-74.811633","POINT (-74.811633 10.924512)"
"A6-6 Ciudadela","Calle 49 con Carrera 5B sur Lado Oriente","14","10.927535","-74.810925","POINT (-74.810925 10.927535)"
"A6-6 Ciudadela","Calle 49 con Carrera 3 sur Lado Oriente","15","10.929263","-74.810445","POINT (-74.810445 10.929263)"
"A6-6 Ciudadela","Carrera 1 con Calle 48C","16","10.93091","-74.809012","POINT (-74.809012 10.93091)"
"A6-6 Ciudadela","Carrera 1 No. 47B-03","17","10.930875","-74.807262","POINT (-74.807262 10.930875)"
"A6-6 Ciudadela","Calle 47 No. 3A sur - 18","18","10.929378","-74.805965","POINT (-74.805965 10.929378)"
"A6-6 Ciudadela","Calle 47 con Carrera 6D sur","19","10.928177","-74.805123","POINT (-74.805123 10.928177)"
"A6-6 Ciudadela","Carrera 7 sur No. 46-29","20","10.927993","-74.803052","POINT (-74.803052 10.927993)"
"A6-6 Ciudadela","Calle 46 con Carrera 1 sur esq","21","10.930078","-74.802598","POINT (-74.802598 10.930078)"
"A6-6 Ciudadela","Carrera 2D con Calle 47","22","10.93293","-74.803165","POINT (-74.803165 10.93293)"
"A6-6 Ciudadela","Calle 47 con Carrera 2G","23","10.93446","-74.80134","POINT (-74.80134 10.93446)"
"A6-6 Ciudadela","Est. Joaquin Barrios Polo","24","10.933248","-74.799342","POINT (-74.799342 10.933248)"
"A7-1 Miramar","Est. Joe Arroyo","1","10.995072","-74.807644","POINT (-74.807644 10.995072)"
"A7-1 Miramar","Calle 76 No. 47-57","2","10.997883","-74.809325","POINT (-74.809325 10.997883)"
"A7-1 Miramar","Calle 76 No. 43B - 05","3","10.994847","-74.811178","POINT (-74.811178 10.994847)"
"A7-1 Miramar","Carrera 43 con Calle 76","4","10.994982","-74.812923","POINT (-74.812923 10.994982)"
"A7-1 Miramar","Carrera 43 No. 79-212","5","10.996353","-74.815472","POINT (-74.815472 10.996353)"
"A7-1 Miramar","Carrera 43 No. 80-182","6","10.997342","-74.817303","POINT (-74.817303 10.997342)"
"A7-1 Miramar","Carrera 43 No. 82-178 Ferreteria Don Kike","7","10.998343","-74.819477","POINT (-74.819477 10.998343)"
"A7-1 Miramar","Carrera 43 No. 84-154 Narcobollo","8","10.998865","-74.821442","POINT (-74.821442 10.998865)"
"A7-1 Miramar","Carrera 43 No. 87-40","9","11.000108","-74.824375","POINT (-74.824375 11.000108)"
"A7-1 Miramar","Calle 90 No. 42H-19 Edificio Tabor","10","11.000172","-74.826065","POINT (-74.826065 11.000172)"
"A7-1 Miramar","Calle 90 No. 42E-37","11","10.998157","-74.827503","POINT (-74.827503 10.998157)"
"A7-1 Miramar","Calle 90 No. 42B1-61","12","10.996272","-74.828949","POINT (-74.828949 10.996272)"
"A7-1 Miramar","Carrera 42B1 No. 92-34","13","10.996381","-74.830052","POINT (-74.830052 10.996381)"
"A7-1 Miramar","Calle 96 No. 42C-66","14","10.998098","-74.831015","POINT (-74.831015 10.998098)"
"A7-1 Miramar","Calle 96 con Carrera 42G","15","10.999927","-74.83129","POINT (-74.83129 10.999927)"
"A7-1 Miramar","Carrera 42F con Calle 97","16","11.000557","-74.8322","POINT (-74.8322 11.000557)"
"A7-1 Miramar","Calle 98 con Carrera 42G2","17","11.002163","-74.833437","POINT (-74.833437 11.002163)"
"A7-1 Miramar","Carrera 43 No. 98-86","18","11.003392","-74.833915","POINT (-74.833915 11.003392)"
"A7-1 Miramar","Conj. Res. Balcones del Mar / Parque 100","19","11.000774","-74.83589","POINT (-74.83589 11.000774)"
"A7-1 Miramar","Calle 100 Conj. Res. Parque 100","20","11.000593","-74.837017","POINT (-74.837017 11.000593)"
"A7-1 Miramar","Calle 99C No. 43-150 Tarragona","21","11.003703","-74.836297","POINT (-74.836297 11.003703)"
"A7-1 Miramar","Transversal 44 No. 99C-20 Conj. Brisas del Mar","22","11.005243","-74.835023","POINT (-74.835023 11.005243)"
"A7-1 Miramar","Calle 100 con Carrera 44","23","11.006995","-74.834242","POINT (-74.834242 11.006995)"
"A7-1 Miramar","Carrera 46 con Calle 96A Lado Sur","24","11.00587","-74.829925","POINT (-74.829925 11.00587)"
"A7-1 Miramar","Carrera 46 No. 94-11 Lado Sur","25","11.005008","-74.82777","POINT (-74.82777 11.005008)"
"A7-1 Miramar","Carrera 46 con Calle 90 Uniautonoma Lado Sur","26","11.003378","-74.824262","POINT (-74.824262 11.003378)"
"A7-1 Miramar","Carrera 46 No. 85-163 Lado Sur","27","11.002598","-74.822492","POINT (-74.822492 11.002598)"
"A7-1 Miramar","Carrera 46 No. 82-205 Lado Sur","28","11.001358","-74.818477","POINT (-74.818477 11.001358)"
"A7-1 Miramar","Carrera 46 No. 80-211 Lado Sur","29","11.000155","-74.816007","POINT (-74.816007 11.000155)"
"A7-1 Miramar","Carrera 46 No. 79-175 Perez Radiologos Lado Sur","30","10.998798","-74.8136","POINT (-74.8136 10.998798)"
"A7-1 Miramar","Carrera 46 No. 76-109 Lado Sur","31","10.997287","-74.810998","POINT (-74.810998 10.997287)"
"A7-1 Miramar","Est. Joe Arroyo","32","10.994752","-74.807818","POINT (-74.807818 10.994752)"
"A7-3 Carrera 38","Est. Joe Arroyo","1","10.995072","-74.807644","POINT (-74.807644 10.995072)"
"A7-3 Carrera 38","Calle 76 No. 47-57","2","10.997883","-74.809325","POINT (-74.809325 10.997883)"
"A7-3 Carrera 38","Calle 76 No. 43B - 05","3","10.994847","-74.811178","POINT (-74.811178 10.994847)"
"A7-3 Carrera 38","Calle 76 con Carrera 42B U. Metropolitana Occident","4","10.993117","-74.813703","POINT (-74.813703 10.993117)"
"A7-3 Carrera 38","Calle 76 con Carrera 39 C.C. Unico Lado Occidente","5","10.989677","-74.814318","POINT (-74.814318 10.989677)"
"A7-3 Carrera 38","Calle 76 No. 38A-53 Col. Betania Lado Occidente","6","10.987803","-74.815632","POINT (-74.815632 10.987803)"
"A7-3 Carrera 38","Carrera 38 con Calle 74 C.C. Americano Lado Sur","7","10.985972","-74.814241","POINT (-74.814241 10.985972)"
"A7-3 Carrera 38","Carrera 38 con Calle 72 Lado Sur","8","10.985471","-74.811784","POINT (-74.811784 10.985471)"
"A7-3 Carrera 38","Carrera 38 No. 70B-135 Drogueria Inglesa Lado Sur","9","10.985015","-74.810241","POINT (-74.810241 10.985015)"
"A7-3 Carrera 38","Carrera 38 No. 69C-127 Lado Sur","10","10.984235","-74.807373","POINT (-74.807373 10.984235)"
"A7-3 Carrera 38","Carrera 38 No. 69-121 Lado Sur","11","10.983861","-74.805799","POINT (-74.805799 10.983861)"
"A7-3 Carrera 38","Carrera 38 No. 65-85 Club de Leones Lado Sur","12","10.983206","-74.803017","POINT (-74.803017 10.983206)"
"A7-3 Carrera 38","Carrera 38 con Calle 63B Lado Sur","13","10.984046","-74.800375","POINT (-74.800375 10.984046)"
"A7-3 Carrera 38","Carrera 38 con Calle 60 Clinica La Merced Lado Sur","14","10.983458","-74.798707","POINT (-74.798707 10.983458)"
"A7-3 Carrera 38","Carrera 38 No. 57-53 Lado Sur","15","10.982645","-74.796901","POINT (-74.796901 10.982645)"
"A7-3 Carrera 38","Carrera 38 No. 54-73 I.E. Elyon Yireh Lado Sur","16","10.981855","-74.795072","POINT (-74.795072 10.981855)"
"A7-3 Carrera 38","Calle 52 No. 38-22","17","10.981462","-74.792487","POINT (-74.792487 10.981462)"
"A7-3 Carrera 38","Carrera 41 No. 51-93 Col. Ateneo Tecnico Comercial","18","10.982407","-74.791823","POINT (-74.791823 10.982407)"
"A7-3 Carrera 38","Carrera 41 No. 48-67 Distrienvases","19","10.981953","-74.789624","POINT (-74.789624 10.981953)"
"A7-3 Carrera 38","Carrera 41 con Calle 45 Domesa","20","10.981627","-74.78725","POINT (-74.78725 10.981627)"
"A7-3 Carrera 38","Carrera 41 con Calle 43","21","10.981068","-74.784825","POINT (-74.784825 10.981068)"
"A7-3 Carrera 38","Carrera 41 con Calle 39","22","10.980491","-74.782007","POINT (-74.782007 10.980491)"
"A7-3 Carrera 38","Calle 38 con Carrera 41","23","10.980966","-74.781","POINT (-74.781 10.980966)"
"A7-3 Carrera 38","Carrera 43 No. 39-26","24","10.98196","-74.781695","POINT (-74.781695 10.98196)"
"A7-3 Carrera 38","Carrera 43 No. 43-16","25","10.982552","-74.784433","POINT (-74.784433 10.982552)"
"A7-3 Carrera 38","Carrera 43 con Calle 45 Ara","26","10.983073","-74.786588","POINT (-74.786588 10.983073)"
"A7-3 Carrera 38","Carrera 43 No. 50-12 Parque Central","27","10.98387","-74.789823","POINT (-74.789823 10.98387)"
"A7-3 Carrera 38","Carrera 43 con Calle 53 Colombo","28","10.984443","-74.791898","POINT (-74.791898 10.984443)"
"A7-3 Carrera 38","Calle 54 No. 41-77 Colegio Colon","29","10.983602","-74.793173","POINT (-74.793173 10.983602)"
"A7-3 Carrera 38","Carrera 38 No. 54-60 I. E. Elyon Yireh Lado Norte","30","10.981847","-74.794777","POINT (-74.794777 10.981847)"
"A7-3 Carrera 38","Carrera 38 No. 57-60 Unicash Lado Norte","31","10.982745","-74.796859","POINT (-74.796859 10.982745)"
"A7-3 Carrera 38","Carrera 38 con Calle 60 Clinica La Merced Lado Nor","32","10.983574","-74.798686","POINT (-74.798686 10.983574)"
"A7-3 Carrera 38","Carrera 38 No. 63A-30 Junior Pan Lado Norte","33","10.984157","-74.800379","POINT (-74.800379 10.984157)"
"A7-3 Carrera 38","Carrera 38 No. 66-90 Club de Leones Lado Norte","34","10.983306","-74.802905","POINT (-74.802905 10.983306)"
"A7-3 Carrera 38","Carrera 38 No. 69-128 Lado Norte","35","10.983986","-74.805814","POINT (-74.805814 10.983986)"
"A7-3 Carrera 38","Carrera 38 con Calle 70 Lado Norte","36","10.98458","-74.807831","POINT (-74.807831 10.98458)"
"A7-3 Carrera 38","Carrera 38 con Calle 71 Lado Norte","37","10.985193","-74.810056","POINT (-74.810056 10.985193)"
"A7-3 Carrera 38","Carrera 38 con Calle 73 C.C. Americano Lado Norte","38","10.985753","-74.812098","POINT (-74.812098 10.985753)"
"A7-3 Carrera 38","Carrera 38C con Calle 74","39","10.987368","-74.812365","POINT (-74.812365 10.987368)"
"A7-3 Carrera 38","Carrera 38C con Calle 76","40","10.988324","-74.81428","POINT (-74.81428 10.988324)"
"A7-3 Carrera 38","Calle 76 con Carrera 39 C.C. Unico Lado Oriente","41","10.990147","-74.814012","POINT (-74.814012 10.990147)"
"A7-3 Carrera 38","Calle 76 con Carrera 42 U. Metropolitana Oriente","42","10.993075","-74.813575","POINT (-74.813575 10.993075)"
"A7-3 Carrera 38","Calle 79 con Carrera 42F C.E. Litoral","43","10.994873","-74.813843","POINT (-74.813843 10.994873)"
"A7-3 Carrera 38","Calle 79 con Carrera 45","44","10.997167","-74.81255","POINT (-74.81255 10.997167)"
"A7-3 Carrera 38","Carrera 46 No. 76 - 109 Lado Sur","45","10.997237","-74.810953","POINT (-74.810953 10.997237)"
"A7-3 Carrera 38","Est. Joe Arroyo","46","10.994752","-74.807818","POINT (-74.807818 10.994752)"
"A7-4 Los Andes","Est. Joe Arroyo","1","10.995072","-74.807644","POINT (-74.807644 10.995072)"
"A7-4 Los Andes","Calle 76 No. 47-57","2","10.997883","-74.809325","POINT (-74.809325 10.997883)"
"A7-4 Los Andes","Calle 76 No. 43B - 05","3","10.994847","-74.811178","POINT (-74.811178 10.994847)"
"A7-4 Los Andes","Calle 76 con Carrera 42B U. Metropolitana Occident","4","10.993117","-74.813703","POINT (-74.813703 10.993117)"
"A7-4 Los Andes","Calle 76 con Carrera 39 C.C. Unico Lado Occidente","5","10.989677","-74.814318","POINT (-74.814318 10.989677)"
"A7-4 Los Andes","Calle 76 No. 38A-53 Col. Betania Lado Occidente","6","10.987803","-74.815632","POINT (-74.815632 10.987803)"
"A7-4 Los Andes","Carrera 38 No. 76-106","7","10.9869","-74.81724","POINT (-74.81724 10.9869)"
"A7-4 Los Andes","Calle 79A No. 35C-43 Lado Occidente","8","10.985725","-74.818157","POINT (-74.818157 10.985725)"
"A7-4 Los Andes","Calle 79A con Carrera 33 Parque Lado Occidente","9","10.983492","-74.817963","POINT (-74.817963 10.983492)"
"A7-4 Los Andes","Calle 79A con Carrera 27 Lado Occidente","10","10.981268","-74.818585","POINT (-74.818585 10.981268)"
"A7-4 Los Andes","Carrera 26C7 No. 75-77 Lado Sur","11","10.979563","-74.816695","POINT (-74.816695 10.979563)"
"A7-4 Los Andes","Calle 74B con Carrera 26C7 Lado Suroriente","12","10.978732","-74.814478","POINT (-74.814478 10.978732)"
"A7-4 Los Andes","Carrera 27 con Calle 72C Lado Sur","13","10.977868","-74.811927","POINT (-74.811927 10.977868)"
"A7-4 Los Andes","Carrera 27 No. 68 - 149 Colegio Olaya Lado Sur","14","10.976935","-74.808147","POINT (-74.808147 10.976935)"
"A7-4 Los Andes","Carrera 27 con Calle 64 Megamas Lado Sur","15","10.975983","-74.805577","POINT (-74.805577 10.975983)"
"A7-4 Los Andes","Carrera 27 con Calle 61 Parque Los Andes","16","10.975587","-74.803722","POINT (-74.803722 10.975587)"
"A7-4 Los Andes","Calle 61 No. 25-113","17","10.97334","-74.803404","POINT (-74.803404 10.97334)"
"A7-4 Los Andes","Carrera 24 No. 59-45","18","10.971383","-74.802755","POINT (-74.802755 10.971383)"
"A7-4 Los Andes","Carrera 24 con Calle 54 Seguro de los Andes","19","10.971312","-74.800838","POINT (-74.800838 10.971312)"
"A7-4 Los Andes","Carrera 24 No. 53D-29","20","10.971158","-74.798937","POINT (-74.798937 10.971158)"
"A7-4 Los Andes","Carrera 24 con Calle 53 esq","21","10.969612","-74.797022","POINT (-74.797022 10.969612)"
"A7-4 Los Andes","Carrera 24 No. 48-03","22","10.968147","-74.794592","POINT (-74.794592 10.968147)"
"A7-4 Los Andes","Carrera 26 No. 47C-01","23","10.968725","-74.793432","POINT (-74.793432 10.968725)"
"A7-4 Los Andes","Carrera 27 Con Calle 45 Exito","24","10.96973","-74.790445","POINT (-74.790445 10.96973)"
"A7-4 Los Andes","Carrera 26 con Calle 47C","25","10.968803","-74.793522","POINT (-74.793522 10.968803)"
"A7-4 Los Andes","Calle 48 No. 23-29","26","10.967455","-74.794725","POINT (-74.794725 10.967455)"
"A7-4 Los Andes","Carrera 23 No. 52-32","27","10.968305","-74.796838","POINT (-74.796838 10.968305)"
"A7-4 Los Andes","Carrera 23 con Calle 53D esq","28","10.969852","-74.79902","POINT (-74.79902 10.969852)"
"A7-4 Los Andes","Carrera 21B con Calle 53D Esq","29","10.96836","-74.800675","POINT (-74.800675 10.96836)"
"A7-4 Los Andes","Carrera 21B No. 60-28","30","10.968588","-74.803558","POINT (-74.803558 10.968588)"
"A7-4 Los Andes","Carrera 21B No. 64-26 E. Jimenez","31","10.968683","-74.806353","POINT (-74.806353 10.968683)"
"A7-4 Los Andes","Carrera 21B con Calle 65B esq","32","10.968805","-74.808722","POINT (-74.808722 10.968805)"
"A7-4 Los Andes","Carrera 21B No. 68C-14","33","10.968897","-74.811058","POINT (-74.811058 10.968897)"
"A7-4 Los Andes","Calle 70C con Carrera 22D Esq","34","10.97084","-74.810918","POINT (-74.810918 10.97084)"
"A7-4 Los Andes","Calle 70C con Carrera 24C Esq","35","10.97373","-74.81023","POINT (-74.81023 10.97373)"
"A7-4 Los Andes","Calle 70C No. 26B-44","36","10.976285","-74.80979","POINT (-74.80979 10.976285)"
"A7-4 Los Andes","Carrera 27 No. 72-10 Lado Norte","37","10.97793","-74.811912","POINT (-74.811912 10.97793)"
"A7-4 Los Andes","Calle 74B con Carrera 26C7 Lado Noroccidente","38","10.978673","-74.814658","POINT (-74.814658 10.978673)"
"A7-4 Los Andes","Carrera 26C7 No. 75B-68 Lado Norte","39","10.979957","-74.817132","POINT (-74.817132 10.979957)"
"A7-4 Los Andes","Calle 79A con Carrera 28 Lado Oriente","40","10.981678","-74.818478","POINT (-74.818478 10.981678)"
"A7-4 Los Andes","Calle 79A No. 34-22 Lado Oriente","41","10.983975","-74.817752","POINT (-74.817752 10.983975)"
"A7-4 Los Andes","Calle 79A No. 35D-50 Lado Oriente","42","10.986227","-74.818177","POINT (-74.818177 10.986227)"
"A7-4 Los Andes","Calle 76 con Carrea 38A Lado Oriente","43","10.987864","-74.815476","POINT (-74.815476 10.987864)"
"A7-4 Los Andes","Calle 76 con Carrera 39 C.C. Unico Lado Oriente","44","10.990147","-74.814012","POINT (-74.814012 10.990147)"
"A7-4 Los Andes","Calle 76 con Carrera 42 U. Metropolitana Oriente","45","10.993075","-74.813575","POINT (-74.813575 10.993075)"
"A7-4 Los Andes","Calle 79 con Carrera 42F C.E. Litoral","46","10.994873","-74.813843","POINT (-74.813843 10.994873)"
"A7-4 Los Andes","Calle 79 con Carrera 45","47","10.997167","-74.81255","POINT (-74.81255 10.997167)"
"A7-4 Los Andes","Carrera 46 No. 76 - 109 Lado Sur","48","10.997237","-74.810953","POINT (-74.810953 10.997237)"
"A7-4 Los Andes","Est. Joe Arroyo","49","10.994752","-74.807818","POINT (-74.807818 10.994752)"
"A8-1 Paraiso","Est. Joe Arroyo","1","10.994909","-74.807738","POINT (-74.807738 10.994909)"
"A8-1 Paraiso","Carrera 46 No. 76-68 Lado Norte","2","10.99712","-74.81069","POINT (-74.81069 10.99712)"
"A8-1 Paraiso","Carrera 46 No. 79-204 Perez Radiologos Lado Norte","3","10.998975","-74.813827","POINT (-74.813827 10.998975)"
"A8-1 Paraiso","Carrera 46 No. 81-102 Lado Norte","4","11.000343","-74.816172","POINT (-74.816172 11.000343)"
"A8-1 Paraiso","Carrera 46 No. 82-100 Lado Norte","5","11.001234","-74.817706","POINT (-74.817706 11.001234)"
"A8-1 Paraiso","Calle 84 No. 47-54","6","11.00277","-74.818557","POINT (-74.818557 11.00277)"
"A8-1 Paraiso","Calle 84 No. 51-32 Macmondongo","7","11.005383","-74.817308","POINT (-74.817308 11.005383)"
"A8-1 Paraiso","Calle 84 No. 52-76","8","11.007004","-74.816461","POINT (-74.816461 11.007004)"
"A8-1 Paraiso","Calle 84 No. 55-82","9","11.00856","-74.814133","POINT (-74.814133 11.00856)"
"A8-1 Paraiso","Calle 84 con Carrera 59B Fundemabu","10","11.011007","-74.81163","POINT (-74.81163 11.011007)"
"A8-1 Paraiso","Carrera 65 No. 84-52","11","11.013717","-74.810343","POINT (-74.810343 11.013717)"
"A8-1 Paraiso","Carrera 65 con Calle 85 Villa Andalucia Ent. 1","12","11.015947","-74.811937","POINT (-74.811937 11.015947)"
"A8-1 Paraiso","Calle 86 con Carrera 70 Villa Andalucia Ent. 2","13","11.017378","-74.812315","POINT (-74.812315 11.017378)"
"A8-1 Paraiso","Calle 86 con Carrera 73 Esq","14","11.018875","-74.810955","POINT (-74.810955 11.018875)"
"A8-1 Paraiso","Calle 86 No. 73-218","15","11.020403","-74.809663","POINT (-74.809663 11.020403)"
"A8-1 Paraiso","Calle 84 No. 75C-146","16","11.021702","-74.807692","POINT (-74.807692 11.021702)"
"A8-1 Paraiso","Calle 85 con Carrera 78A Esq","17","11.023615","-74.806923","POINT (-74.806923 11.023615)"
"A8-1 Paraiso","Calle 85 No. 78D-26","18","11.024627","-74.805728","POINT (-74.805728 11.024627)"
"A8-1 Paraiso","Calle 85 No. 81-32","19","11.026025","-74.804157","POINT (-74.804157 11.026025)"
"A8-1 Paraiso","Via 40 No. 83-53","20","11.025298","-74.802958","POINT (-74.802958 11.025298)"
"A8-1 Paraiso","Via 40 con Calle 80 Lado Sur","21","11.023185","-74.800988","POINT (-74.800988 11.023185)"
"A8-1 Paraiso","Calle 80 No. 78-19","22","11.02025","-74.803633","POINT (-74.803633 11.02025)"
"A8-1 Paraiso","Calle 80 No. 75-25","23","11.01863","-74.804693","POINT (-74.804693 11.01863)"
"A8-1 Paraiso","Calle 80 No. 72-43","24","11.016795","-74.805148","POINT (-74.805148 11.016795)"
"A8-1 Paraiso","Calle 80 con Carrera 69 Esq","25","11.014148","-74.80583","POINT (-74.80583 11.014148)"
"A8-1 Paraiso","Calle 80 No. 65-45","26","11.01224","-74.806352","POINT (-74.806352 11.01224)"
"A8-1 Paraiso","Carrera 64 No. 81-92","27","11.011637","-74.808646","POINT (-74.808646 11.011637)"
"A8-1 Paraiso","Calle 82 con Carrera 59B Esq","28","11.011138","-74.810875","POINT (-74.810875 11.011138)"
"A8-1 Paraiso","Calle 82 con Carrera 56 Esq","29","11.00812","-74.811997","POINT (-74.811997 11.00812)"
"A8-1 Paraiso","Calle 82 No. 52-61","30","11.005705","-74.813603","POINT (-74.813603 11.005705)"
"A8-1 Paraiso","Calle 82 con Carrera 51 Carulla","31","11.00361","-74.815011","POINT (-74.815011 11.00361)"
"A8-1 Paraiso","Calle 82 con Carrera 47 Comfamiliar","32","11.000475","-74.816039","POINT (-74.816039 11.000475)"
"A8-1 Paraiso","Carrera 46 No. 80-211 Lado Sur","33","11.000155","-74.816007","POINT (-74.816007 11.000155)"
"A8-1 Paraiso","Carrera 46 No. 79-175 Perez Radiologos Lado Sur","34","10.998798","-74.8136","POINT (-74.8136 10.998798)"
"A8-1 Paraiso","Carrera 46 No. 76-109 Lado Sur","35","10.997287","-74.810998","POINT (-74.810998 10.997287)"
"A8-1 Paraiso","Est. Joe Arroyo","36","10.994752","-74.807818","POINT (-74.807818 10.994752)"
"A8-2 Zoologico","Est. Joe Arroyo","1","10.994909","-74.807738","POINT (-74.807738 10.994909)"
"A8-2 Zoologico","Carrera 46 No. 76-68 Lado Norte","2","10.99712","-74.81069","POINT (-74.81069 10.99712)"
"A8-2 Zoologico","Calle 79 No. 47-10","3","10.99878","-74.811612","POINT (-74.811612 10.99878)"
"A8-2 Zoologico","Calle 79 No. 50-44","4","11.001413","-74.810027","POINT (-74.810027 11.001413)"
"A8-2 Zoologico","Calle 79 con Carrera 51B","5","11.002758","-74.809019","POINT (-74.809019 11.002758)"
"A8-2 Zoologico","Calle 79 No. 53-54","6","11.004785","-74.807912","POINT (-74.807912 11.004785)"
"A8-2 Zoologico","Calle 79 No. 55-154","7","11.006527","-74.80679","POINT (-74.80679 11.006527)"
"A8-2 Zoologico","Calle 79 No. 57-190","8","11.008503","-74.805203","POINT (-74.805203 11.008503)"
"A8-2 Zoologico","Calle 77 con Carrera 59","9","11.007761","-74.801429","POINT (-74.801429 11.007761)"
"A8-2 Zoologico","Calle 77 No. 62-40","10","11.008762","-74.800668","POINT (-74.800668 11.008762)"
"A8-2 Zoologico","Calle 77 con Carrera 68 Sutherland","11","11.011585","-74.798637","POINT (-74.798637 11.011585)"
